building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt
yes,,,,,,10.5,default,57.8,"POLYGON ((385621.60542569915 3948783.5670799585, 385624.6914183395 3948772.966294368, 385622.8380479178 3948772.4354628418, 385623.70864612015 3948768.3418273567, 385620.8372308104 3948767.480194581, 385620.3471103146 3948772.3011103114, 385617.7408395847 3948782.196829821, 385621.60542569915 3948783.5670799585))"
yes,,,,,,10.5,default,311.5,"POLYGON ((385619.87874348887 3948766.1502056597, 385630.04148482817 3948768.0828491766, 385631.0927817551 3948762.555819281, 385601.4999228112 3948756.702021842, 385597.1649124911 3948768.7166804527, 385610.17922808503 3948773.485837366, 385612.69849578216 3948768.0841309857, 385619.0903706865 3948769.5993564925, 385619.87874348887 3948766.1502056597))"
yes,,,,,赤坂鳳月堂本店ビル,10.5,default,202.6,"POLYGON ((385569.2806971735 3948760.589005283, 385583.89629545575 3948765.9920324013, 385587.2388269511 3948757.0408727704, 385580.4995162543 3948754.5539073977, 385582.0130584246 3948749.0763887614, 385570.73434092326 3948747.6462816275, 385569.92140449013 3948751.2954378715, 385571.803075643 3948751.9146429095, 385569.2806971735 3948760.589005283))"
yes,,,,,,10.5,default,311.6,"POLYGON ((385447.32635262155 3948629.158855523, 385462.70600047556 3948639.7436408927, 385472.2238323614 3948626.0313862623, 385456.84417358006 3948615.446584334, 385447.32635262155 3948629.158855523))"
yes,,,,,,10.5,default,78.5,"POLYGON ((385466.0440956922 3948652.935267199, 385475.65174385905 3948659.5452869367, 385479.4908811846 3948654.015602448, 385469.8832302628 3948647.4055785406, 385466.0440956922 3948652.935267199))"
yes,,,,,,10.5,default,270.6,"POLYGON ((385464.24221943686 3948640.245245859, 385480.59001817025 3948651.5053886296, 385488.3661499867 3948640.311643006, 385472.01834179263 3948629.0514858575, 385464.24221943686 3948640.245245859))"
yes,,,,,,10.5,default,153.3,"POLYGON ((385457.94204990374 3948664.1221398534, 385467.83282366564 3948670.9281873107, 385475.12001525174 3948660.428529605, 385465.23842931294 3948653.6334491232, 385457.94204990374 3948664.1221398534))"
yes,,,,,,10.5,default,802.6,"POLYGON ((385491.9516605934 3948595.4141406305, 385484.2827063628 3948605.7966691894, 385481.19397019123 3948603.5289948634, 385474.54810539697 3948612.5227499697, 385493.92974340933 3948626.7058179704, 385508.23552731035 3948607.3296794756, 385509.5605404247 3948608.2999425316, 385516.2597452076 3948599.227873177, 385496.6769788931 3948584.89203679, 385489.97778197506 3948593.964120936, 385491.9516605934 3948595.4141406305))"
yes,,,,,,10.5,default,286.3,"POLYGON ((385539.03965992643 3948636.2089375514, 385543.7956951661 3948630.179360084, 385540.24789775314 3948627.4072723, 385544.4160425408 3948622.117440562, 385543.0261122289 3948621.025979059, 385545.32382413914 3948618.100973808, 385539.64558767044 3948613.670092943, 385537.33882601967 3948616.5952161904, 385529.1540840907 3948610.122117726, 385524.2911570629 3948616.286202143, 385526.33023411746 3948617.879605965, 385523.9968982236 3948620.8494493845, 385534.53975402674 3948629.089337636, 385532.7852628623 3948631.3195497645, 385539.03965992643 3948636.2089375514))"
yes,,,,,,10.5,default,133.5,"POLYGON ((385571.0500872717 3948656.85243266, 385572.92381429503 3948658.259384333, 385572.0797421284 3948659.4905420146, 385573.9793343528 3948660.797318816, 385572.47553547245 3948662.8135183635, 385575.77481089765 3948665.2671036157, 385578.09724489995 3948662.1531976997, 385578.3532226397 3948662.349587152, 385584.3434183662 3948654.4515201827, 385583.57562763157 3948653.873443063, 385586.54760405206 3948649.885881108, 385582.7185550934 3948647.0619290955, 385579.7733019241 3948651.0158676705, 385577.0402806489 3948648.954360766, 385571.0500872717 3948656.85243266))"
house,,,,,,10.5,default,58.7,"POLYGON ((385566.1781681876 3948591.2966810847, 385571.2609059846 3948594.4705771096, 385576.4857745404 3948586.1829899605, 385571.40303413616 3948583.009090916, 385566.1781681876 3948591.2966810847))"
yes,,,,,,10.5,default,62.2,"POLYGON ((385573.0287229364 3948594.6807869826, 385580.57532255567 3948599.3982610246, 385584.3101436773 3948593.492787056, 385576.7633985434 3948588.7642180775, 385573.0287229364 3948594.6807869826))"
hotel,,,,hotel,OMO3 Hoshino Resorts,10.5,default,392.4,"POLYGON ((385608.6751388421 3948625.6501035383, 385609.4172139616 3948622.822788424, 385604.42212303233 3948621.533650266, 385603.6801920918 3948624.3720575594, 385600.8918945703 3948623.6424828107, 385594.508981378 3948648.152663397, 385608.94014413806 3948651.871888351, 385615.3141859162 3948627.372927095, 385608.6751388421 3948625.6501035383))"
yes,,,,,,10.5,default,35.5,"POLYGON ((385569.0255312528 3948644.4315077723, 385575.6235243139 3948649.2943102275, 385578.2127604414 3948645.8108825916, 385571.6149091513 3948640.9591699415, 385569.0255312528 3948644.4315077723))"
yes,,,,,,10.5,default,58.1,"POLYGON ((385474.417503306 3948598.169347989, 385480.6314684394 3948602.7264102316, 385485.1154022324 3948596.655931848, 385478.9015783182 3948592.1099581993, 385474.417503306 3948598.169347989))"
yes,,,,,,10.5,default,123.8,"POLYGON ((385540.8492770856 3948638.2601353736, 385547.88079484337 3948643.7496696394, 385556.4663497647 3948632.845092462, 385549.4348292886 3948627.3555514114, 385540.8492770856 3948638.2601353736))"
yes,,,,,,10.5,default,68.8,"POLYGON ((385563.66158011067 3948651.7557514003, 385570.1307253255 3948656.453804859, 385575.2191163551 3948649.5213870504, 385568.7407760341 3948644.812354645, 385563.66158011067 3948651.7557514003))"
yes,,,,,,10.5,default,415.2,"POLYGON ((385443.3708287968 3948593.3442982226, 385456.8402504667 3948603.199328402, 385471.6175205924 3948583.184721429, 385458.14808696695 3948573.329668809, 385443.3708287968 3948593.3442982226))"
yes,,,,,,10.5,default,54.3,"POLYGON ((385593.1773487767 3948593.212262787, 385598.2965621708 3948596.4078915776, 385603.09560081514 3948588.791414954, 385597.9854353646 3948585.5956669017, 385593.1773487767 3948593.212262787))"
yes,,,,,,10.5,default,59.6,"POLYGON ((385576.6639779521 3948581.7432687976, 385584.1650488397 3948586.439145011, 385587.7576418222 3948580.735187668, 385580.25671104743 3948576.0504001235, 385576.6639779521 3948581.7432687976))"
yes,,,,,,10.5,default,128.5,"POLYGON ((385606.58531277 3948610.966924495, 385622.0494086802 3948614.7616293356, 385623.98526726925 3948606.926851094, 385608.5211588616 3948603.132142611, 385606.58531277 3948610.966924495))"
yes,,,,,,10.5,default,52.2,"POLYGON ((385587.72246895323 3948589.2555006607, 385592.82358592295 3948592.4513593446, 385597.45423390105 3948585.114385921, 385592.34406425775 3948581.918641026, 385587.72246895323 3948589.2555006607))"
yes,,,,,,10.5,default,64.7,"POLYGON ((385611.99262106087 3948597.8624030487, 385626.2496988685 3948602.1163898157, 385627.4995776846 3948597.9513153415, 385613.25154432835 3948593.697209992, 385611.99262106087 3948597.8624030487))"
yes,,,,,,10.5,default,42.2,"POLYGON ((385611.9324147006 3948618.5083066397, 385611.63471936475 3948620.697570047, 385620.3691750591 3948626.9861718467, 385621.8759171441 3948620.976259099, 385611.9324147006 3948618.5083066397))"
yes,,,,,,10.5,default,97.2,"POLYGON ((385580.4599821702 3948600.9861258906, 385590.76247237396 3948607.4320150996, 385595.02932594984 3948600.6654938157, 385584.726831436 3948594.21959961, 385580.4599821702 3948600.9861258906))"
yes,,,,,,10.5,default,69.1,"POLYGON ((385608.77553760324 3948617.2731679636, 385621.49686203897 3948620.3598964107, 385622.7525633421 3948615.2406992954, 385610.0310894522 3948612.1428771717, 385608.77553760324 3948617.2731679636))"
yes,,,,,,10.5,default,62.3,"POLYGON ((385611.2668381219 3948603.363057809, 385624.70615483104 3948606.6735176626, 385625.7905573235 3948602.310887684, 385612.3510918501 3948598.989334328, 385611.2668381219 3948603.363057809))"
yes,,,,,,10.5,default,197.0,"POLYGON ((385571.1468000816 3948625.6893499806, 385578.24028843356 3948630.368279549, 385591.089997047 3948611.077583921, 385583.9965009743 3948606.3986440194, 385571.1468000816 3948625.6893499806))"
yes,,,,,,10.5,default,176.5,"POLYGON ((385577.45631197543 3948632.7523942464, 385584.15720190294 3948637.170135899, 385596.34974945744 3948618.8641398693, 385589.6579029363 3948614.4462724766, 385577.45631197543 3948632.7523942464))"
yes,place_of_worship,,,,浄土寺,10.5,default,305.0,"POLYGON ((385548.5959029439 3948554.4594097715, 385563.0904344736 3948563.7910962896, 385572.7298406592 3948548.956944359, 385558.23529646185 3948539.6252419814, 385548.5959029439 3948554.4594097715))"
yes,,,,,,10.5,default,164.1,"POLYGON ((385472.30072684237 3948585.62759939, 385484.89300503023 3948594.8505442697, 385491.1384855934 3948586.394446833, 385478.5462026959 3948577.171493088, 385472.30072684237 3948585.62759939))"
yes,,,,,,10.5,default,65.3,"POLYGON ((385468.45575196407 3948573.1413969733, 385474.70608152304 3948577.70908075, 385479.71485252737 3948570.9218502226, 385473.46452108514 3948566.3541629175, 385468.45575196407 3948573.1413969733))"
yes,,,,,,10.5,default,63.2,"POLYGON ((385461.2561733621 3948567.9647075213, 385467.47921628144 3948572.5216444544, 385472.3457509944 3948565.935926556, 385466.12270626455 3948561.3789862082, 385461.2561733621 3948567.9647075213))"
yes,,,,,,10.5,default,88.2,"POLYGON ((385604.49394933996 3948590.5372978486, 385600.0108163148 3948598.083147012, 385603.8479310149 3948600.829348076, 385609.80536719016 3948602.339068057, 385611.95320500707 3948593.3922026637, 385604.49394933996 3948590.5372978486))"
yes,,,,,,10.5,default,175.7,"POLYGON ((385550.295261659 3948644.972157727, 385557.5030619938 3948650.0933418446, 385561.75118736457 3948648.907109434, 385568.94809061935 3948639.1186845996, 385559.7543813784 3948632.31464659, 385550.295261659 3948644.972157727))"
yes,,,,,,10.5,default,116.3,"POLYGON ((385593.8693933814 3948608.3017027457, 385604.7507425609 3948615.416865576, 385606.4230035928 3948612.4222704675, 385606.0671600018 3948610.7960950416, 385607.64829673123 3948604.940532403, 385598.9435580617 3948600.260127066, 385593.8693933814 3948608.3017027457))"
yes,,,,,,10.5,default,128.9,"POLYGON ((385564.56282316346 3948626.839084717, 385571.3774374535 3948617.5880754464, 385564.42360064154 3948612.5079847053, 385561.04287296854 3948617.088774852, 385556.876083765 3948614.0473096655, 385553.44220089004 3948618.7175357467, 385564.56282316346 3948626.839084717))"
yes,,,,,,10.5,default,461.9,"POLYGON ((385538.8794992311 3948571.7462601154, 385563.3282954202 3948587.894360053, 385571.3648205126 3948575.8209502175, 385557.1685513628 3948566.452130743, 385559.89490201464 3948562.367881004, 385553.5955890796 3948558.2112313933, 385550.8690970793 3948562.2843913483, 385546.91600768897 3948559.6728280094, 385538.8794992311 3948571.7462601154))"
yes,,,,,,10.5,default,196.6,"POLYGON ((385466.53112257505 3948599.402495165, 385470.21437785344 3948594.4184014173, 385466.3033851437 3948591.5622724434, 385462.62013072846 3948596.546367813, 385457.3888449483 3948603.624909268, 385470.0084087828 3948612.8585749585, 385478.0954192851 3948601.904875264, 385473.2432439331 3948598.361973064, 385470.3873811083 3948602.226048578, 385466.53112257505 3948599.402495165))"
yes,,,,,,10.5,default,94.5,"POLYGON ((385629.1663095792 3948640.9618173926, 385639.96927495697 3948643.396544397, 385641.8626622421 3948635.074199502, 385631.05968748033 3948632.6394699877, 385629.1663095792 3948640.9618173926))"
yes,,,,,,10.5,default,368.1,"POLYGON ((385681.71904111735 3948658.401639765, 385682.31198807404 3948655.9423367586, 385650.28832640144 3948648.3224678505, 385648.76760796685 3948654.654268704, 385659.7811325296 3948657.2749010837, 385658.37207089213 3948663.1393342437, 385681.6521601387 3948668.6862346414, 385683.9890293187 3948658.949313832, 385681.71904111735 3948658.401639765))"
yes,,,,,,10.5,default,168.4,"POLYGON ((385724.34716441925 3948589.650331503, 385741.5482020057 3948596.1852124054, 385744.8236915857 3948587.634352612, 385727.62278300617 3948581.110556834, 385724.34716441925 3948589.650331503))"
yes,,,,,,10.5,default,57.5,"POLYGON ((385619.34147478594 3948679.372128492, 385633.06009113026 3948682.590254641, 385633.9956264393 3948678.6178150484, 385620.2770044345 3948675.39968733, 385619.34147478594 3948679.372128492))"
yes,,,,,,10.5,default,175.0,"POLYGON ((385695.1978514619 3948716.181097797, 385678.45208321826 3948709.84014201, 385674.9669198682 3948718.970593994, 385691.71267398656 3948725.311542937, 385695.1978514619 3948716.181097797))"
yes,,,,,,10.5,default,92.1,"POLYGON ((385623.22288509255 3948665.8656896674, 385639.6743572963 3948669.7253726185, 385640.92763484194 3948664.417618348, 385624.47629627434 3948660.5690246103, 385623.22288509255 3948665.8656896674))"
yes,,,,,月世界ビル,17.5,levels_x3.5,971.7,"POLYGON ((385659.1022944125 3948761.430038578, 385690.7968634069 3948773.75782896, 385701.1066271313 3948747.0007009665, 385669.5402524855 3948734.7932517654, 385659.1022944125 3948761.430038578))"
yes,,,,,伊勢幸ビル,10.5,default,73.1,"POLYGON ((385695.20332380745 3948608.1962716756, 385703.9446854099 3948610.8018018897, 385706.2447691877 3948603.1287649386, 385697.50340091845 3948600.5232323203, 385695.20332380745 3948608.1962716756))"
yes,,,,,,10.5,default,247.9,"POLYGON ((385707.98037581984 3948758.5383774647, 385719.0842641738 3948762.5667990954, 385726.30761872604 3948742.860516274, 385715.20370983804 3948738.83208521, 385707.98037581984 3948758.5383774647))"
yes,,,,,UFビル3,14.0,levels_x3.5,166.6,"POLYGON ((385693.25803472527 3948668.8032379444, 385707.5480309053 3948674.221750651, 385711.4452056638 3948664.043221978, 385697.15519606054 3948658.6247027414, 385693.25803472527 3948668.8032379444))"
yes,,,,,,10.5,default,76.3,"POLYGON ((385631.4479725814 3948631.159030165, 385640.9982962038 3948633.321441839, 385642.7290054851 3948625.7222719123, 385633.1788169851 3948623.5709499395, 385631.4479725814 3948631.159030165))"
yes,,,,,,10.5,default,170.6,"POLYGON ((385745.1147553364 3948713.8087841244, 385753.8188724859 3948717.047171072, 385760.364008927 3948700.2006834084, 385751.5300386717 3948696.719900123, 385749.12304834015 3948703.1185402335, 385745.1147553364 3948713.8087841244))"
yes,,,,,,10.5,default,522.6,"POLYGON ((385635.9843282066 3948612.9737819396, 385655.78387902555 3948617.444946596, 385661.5076567952 3948592.3442434957, 385641.7080541076 3948587.87306494, 385635.9843282066 3948612.9737819396))"
yes,,,,,,10.5,default,114.3,"POLYGON ((385625.74683396786 3948656.6033675843, 385644.81093893386 3948660.906469935, 385646.1135288961 3948655.209807449, 385627.04021959775 3948650.895726763, 385625.74683396786 3948656.6033675843))"
yes,,,,,,10.5,default,79.2,"POLYGON ((385746.30222504167 3948656.8946403093, 385758.48199164995 3948661.5194327803, 385760.6539086985 3948655.8448986746, 385748.47413570964 3948651.2201031023, 385746.30222504167 3948656.8946403093))"
yes,,,,,対翠館ビル,17.5,levels_x3.5,214.3,"POLYGON ((385663.13839392096 3948800.0613954365, 385679.1445275735 3948805.9126189426, 385683.4913867678 3948794.1086284835, 385667.48537808575 3948788.268488528, 385663.13839392096 3948800.0613954365))"
yes,,,,,雪華堂ビル,14.0,levels_x3.5,96.9,"POLYGON ((385695.18955255824 3948720.463320736, 385709.8895778519 3948726.098433377, 385712.1058419668 3948720.3567535295, 385697.41485913884 3948714.721520701, 385695.18955255824 3948720.463320736))"
yes,,,,,,28.0,levels_x3.5,177.0,"POLYGON ((385741.6308093985 3948723.039033945, 385754.78827086044 3948728.383427041, 385758.80108099675 3948730.0180772985, 385763.6302475998 3948721.924277802, 385745.0799111598 3948714.6190620675, 385741.6308093985 3948723.039033945))"
yes,,,,,赤坂アルトビル,28.0,levels_x3.5,158.1,"POLYGON ((385692.541901364 3948802.4677269296, 385690.14432075946 3948808.8884528647, 385697.10981046985 3948811.372590428, 385699.2477288878 3948805.8759713937, 385700.78404735995 3948806.388708037, 385705.007732535 3948795.5625467882, 385702.5923300747 3948794.2623758353, 385702.64940591564 3948793.7735250345, 385697.4823946243 3948791.7765607145, 385697.1007973371 3948792.3694265555, 385696.22941586433 3948792.180947181, 385693.8069611237 3948798.779488742, 385692.541901364 3948802.4677269296))"
yes,,,,,中村ビル,10.5,default,86.0,"POLYGON ((385687.0415031128 3948609.832132495, 385693.5293985795 3948611.767735622, 385697.1930451305 3948599.6175506283, 385690.6960914861 3948597.682061034, 385687.0415031128 3948609.832132495))"
yes,,,,,遠山ビルディング,17.5,levels_x3.5,116.0,"POLYGON ((385716.6756795815 3948737.85911457, 385726.9248778705 3948741.5879150117, 385727.8605974845 3948739.0354601173, 385730.5891594586 3948731.600977819, 385720.3399515707 3948727.8721729605, 385716.6756795815 3948737.85911457))"
yes,,,,,,14.0,levels_x3.5,159.2,"POLYGON ((385697.5688647707 3948657.709711507, 385712.86844749295 3948663.503526723, 385716.3451939114 3948654.4175751233, 385701.05450603674 3948648.6125455755, 385697.5688647707 3948657.709711507))"
