building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt
yes,,,electronics,,ビックカメラ,31.5,levels_x3.5,1030.2,"POLYGON ((385690.0946204156 3948895.1193952947, 385699.042028629 3948855.3448321377, 385689.2572893748 3948852.530860957, 385677.20117661066 3948849.058311201, 385668.81916453823 3948872.262928001, 385662.77798696107 3948887.4500745595, 385673.4468921247 3948890.0418658745, 385690.0946204156 3948895.1193952947))"
yes,,,,,紀陽ビル,24.5,levels_x3.5,188.5,"POLYGON ((385622.7837527818 3948900.467062114, 385631.39886845916 3948903.1296045016, 385629.7356744611 3948908.231859975, 385641.50769355777 3948912.140647642, 385642.64224387344 3948908.864541348, 385644.4054235277 3948903.7942829505, 385645.09483400965 3948901.7996644904, 385624.8219085026 3948894.9606120065, 385622.7837527818 3948900.467062114))"
yes,,,,,,10.5,default,159.8,"POLYGON ((385621.9801669439 3948909.0638270043, 385632.2112231762 3948914.9116189983, 385631.34660834493 3948918.0622243886, 385638.3397999188 3948923.4080987754, 385641.09488576016 3948916.638854963, 385642.60382843576 3948912.9141890444, 385627.8844729031 3948907.8674040344, 385629.2749640707 3948903.3788034134, 385624.52886594983 3948901.731461442, 385621.9801669439 3948909.0638270043))"
yes,,,,,Marble Akasaka,17.5,levels_x3.5,324.6,"POLYGON ((385641.9225773029 3948850.1111563663, 385639.5588512974 3948849.3095484707, 385636.9509106294 3948856.964383822, 385644.614662984 3948859.5504317, 385644.7892434137 3948859.0489750956, 385658.70769536385 3948863.7510983576, 385663.50518844184 3948849.689303856, 385644.2774893865 3948843.191753563, 385641.9225773029 3948850.1111563663))"
yes,,,,,BIZCORE,38.5,levels_x3.5,360.4,"POLYGON ((385668.04414149723 3948916.1590581206, 385677.4798457921 3948917.879229528, 385685.512285918 3948912.539760197, 385689.546497859 3948896.135958845, 385673.93477382994 3948892.7867960883, 385668.04414149723 3948916.1590581206))"
yes,,,,,赤坂ロングビーチビル,10.5,default,756.2,"POLYGON ((385565.9690954783 3948883.737017964, 385587.8640985012 3948899.152579835, 385591.6868874483 3948890.9495997136, 385603.1350874607 3948895.716710949, 385607.7069067208 3948883.821032618, 385596.5456702678 3948879.5494325575, 385599.1861437275 3948872.3157205866, 385585.9685789002 3948867.2163931862, 385584.3076556458 3948871.0872417423, 385576.18496481475 3948868.0079423855, 385565.9690954783 3948883.737017964))"
yes,,,,,赤坂丸ビル,10.5,default,150.1,"POLYGON ((385542.70124941674 3948815.1344004446, 385551.88729204825 3948818.5438812184, 385557.26042817783 3948804.2083677845, 385548.06532314327 3948800.7989977384, 385542.70124941674 3948815.1344004446))"
yes,,,,,赤坂ビル,10.5,default,102.6,"POLYGON ((385511.42303713376 3948847.0873270645, 385518.72063271026 3948852.1629451765, 385525.22317022417 3948842.594194506, 385518.16030236013 3948837.4711736226, 385511.42303713376 3948847.0873270645))"
yes,,,,,陶港堂BLD,10.5,default,140.8,"POLYGON ((385580.1619523715 3948812.011861242, 385600.420142082 3948819.0950677195, 385602.6034502029 3948812.910037492, 385582.34524858324 3948805.8268257966, 385580.1619523715 3948812.011861242))"
yes,,,,,キーストーン赤坂ビル,10.5,default,376.9,"POLYGON ((385575.029985099 3948831.7246382157, 385593.7255217236 3948838.362013587, 385600.65661578637 3948820.5896565556, 385589.1956443148 3948816.24426548, 385588.46618354274 3948817.939877268, 385582.33299149864 3948815.422923575, 385582.56606622133 3948814.5435313075, 385581.70130709116 3948814.1663871673, 385580.7078550297 3948817.152252063, 385580.1265054037 3948816.9933315343, 385575.75926676113 3948828.609050123, 385576.13446198613 3948828.9259340647, 385575.029985099 3948831.7246382157))"
yes,,,,,赤坂青明会館,10.5,default,204.2,"POLYGON ((385594.9709623496 3948808.5375566008, 385603.3814478214 3948811.4689544993, 385611.0143616865 3948789.849200556, 385602.6127663369 3948786.9065868827, 385594.9709623496 3948808.5375566008))"
yes,,,,,赤坂中西ビル 別館,10.5,default,149.0,"POLYGON ((385528.6807777854 3948808.8473864403, 385540.97540290933 3948813.2596215904, 385544.8651800277 3948802.5264247945, 385532.57068530255 3948798.1252757497, 385528.6807777854 3948808.8473864403))"
yes,,,,,堀江ビル,10.5,default,40.6,"POLYGON ((385554.61944788933 3948816.3232708806, 385563.2379509382 3948819.240859331, 385564.6772464197 3948815.028959554, 385556.05859708344 3948812.100277903, 385554.61944788933 3948816.3232708806))"
yes,,,,,赤坂イスズビル,10.5,default,41.7,"POLYGON ((385585.0768389375 3948800.045195965, 385595.1605557753 3948803.5762900007, 385596.46191882016 3948799.8986627758, 385586.369148311 3948796.367683677, 385585.0768389375 3948800.045195965))"
yes,,,,,赤坂有馬ビル,10.5,default,71.9,"POLYGON ((385556.2742830799 3948811.2765765963, 385565.19287249405 3948814.3012393354, 385567.66153308225 3948807.080823923, 385558.7429374842 3948804.0561585813, 385556.2742830799 3948811.2765765963))"
yes,,,,,赤坂一ツ木ビル,10.5,default,53.1,"POLYGON ((385582.7383707366 3948804.723502048, 385594.20412775996 3948808.7360166656, 385595.6626819574 3948804.6126232976, 385584.1969204426 3948800.600106708, 385582.7383707366 3948804.723502048))"
yes,,,,,シマ赤坂ビル,10.5,default,94.5,"POLYGON ((385591.87411379075 3948892.1342022736, 385588.9379126831 3948898.8946998096, 385600.0540512161 3948904.5868474348, 385602.7508747078 3948896.808825773, 385591.87411379075 3948892.1342022736))"
yes,,,,,伊藤ビル,10.5,default,40.2,"POLYGON ((385552.2756673629 3948832.538971174, 385558.10563397454 3948834.7048135805, 385560.6102321873 3948828.870629574, 385554.3730072422 3948826.7100288006, 385552.2756673629 3948832.538971174))"
yes,,,,,サンライト赤坂,10.5,default,59.6,"POLYGON ((385605.86258888897 3948853.747906223, 385615.3802787674 3948856.9091237537, 385617.271927161 3948851.271434907, 385607.7542321031 3948848.110215244, 385605.86258888897 3948853.747906223))"
yes,,,,,赤坂西脇ビル,10.5,default,92.5,"POLYGON ((385588.94489322486 3948790.4327512244, 385598.9467394843 3948793.9316228824, 385601.8549517979 3948785.696046615, 385591.8530977105 3948782.197171526, 385588.94489322486 3948790.4327512244))"
yes,,,,,アカビシ2,10.5,default,178.8,"POLYGON ((385484.8489592568 3948828.226652153, 385497.31609795033 3948836.8965379125, 385504.08022122947 3948827.2578405566, 385491.6221265893 3948818.5878286795, 385484.8489592568 3948828.226652153))"
yes,,,,,,10.5,default,56.6,"POLYGON ((385616.201902078 3948802.584427442, 385621.1310547204 3948804.384721349, 385624.8747857419 3948794.2524954723, 385619.95467857504 3948792.4520829436, 385616.201902078 3948802.584427442))"
yes,,,,,赤菱ビル,10.5,default,182.0,"POLYGON ((385470.95368484745 3948818.3105154694, 385483.3202996764 3948826.9040226517, 385490.26227545924 3948817.0189647297, 385477.8955115462 3948808.4143561055, 385470.95368484745 3948818.3105154694))"
yes,,,,,東都赤坂ビル,10.5,default,184.2,"POLYGON ((385565.8072244055 3948850.070104721, 385584.27431288303 3948858.651775464, 385588.1153608399 3948850.459653407, 385569.64825976454 3948841.8779744594, 385565.8072244055 3948850.070104721))"
yes,,,,,楽ビル,10.5,default,138.0,"POLYGON ((385612.2649466567 3948825.132850013, 385625.5219554469 3948829.7768740356, 385628.79715424194 3948820.515976199, 385615.54013378965 3948815.871947057, 385612.2649466567 3948825.132850013))"
yes,,,,,Round Beff赤坂ビル,10.5,default,56.4,"POLYGON ((385586.7243015808 3948795.8306210185, 385596.72614284675 3948799.3294900763, 385598.49908545846 3948794.3145654835, 385588.4972394267 3948790.8156943326, 385586.7243015808 3948795.8306210185))"
yes,,,,,,10.5,default,69.5,"POLYGON ((385543.38665441 3948831.810310906, 385550.278914116 3948834.228715924, 385553.449288061 3948825.2686634073, 385546.54797237297 3948822.850372339, 385543.38665441 3948831.810310906))"
yes,,,,,アカネビル,10.5,default,185.6,"POLYGON ((385498.34614061733 3948838.1590310014, 385510.9501463367 3948846.9159205775, 385517.8919924037 3948837.0197925735, 385505.2968876141 3948828.2516848003, 385498.34614061733 3948838.1590310014))"
retail,,,confectionery,,西洋菓子 しろたえ,10.5,default,39.6,"POLYGON ((385552.6588203714 3948820.8192239646, 385561.0542083746 3948823.983741411, 385562.6213460323 3948819.858943943, 385554.2259548241 3948816.6944249542, 385552.6588203714 3948820.8192239646))"
yes,,,,,,10.5,default,121.9,"POLYGON ((385622.1513779256 3948804.89299047, 385632.28951655806 3948808.434519177, 385636.0712311356 3948797.736037624, 385625.93293948116 3948794.183412661, 385622.1513779256 3948804.89299047))"
yes,,,,,TS共和六番館,10.5,default,189.1,"POLYGON ((385569.46836639545 3948840.5601550285, 385588.1707727475 3948849.1388050457, 385592.0371232315 3948840.8021429824, 385573.32565368887 3948832.223601092, 385569.46836639545 3948840.5601550285))"
yes,,,,,ASK赤坂,10.5,default,59.5,"POLYGON ((385562.2207303046 3948880.8454771563, 385566.6307055154 3948873.2561665443, 385559.6544239726 3948869.230263471, 385557.531191346 3948873.7504967996, 385559.70634853793 3948879.590993494, 385562.2207303046 3948880.8454771563))"
yes,,,,,新日本ビルディング,10.5,default,226.7,"POLYGON ((385604.5000224303 3948854.076061437, 385606.44410964457 3948848.29347879, 385593.5082958103 3948843.9892505254, 385589.7769013388 3948855.0753809945, 385614.1212240625 3948863.171006318, 385615.89950091904 3948857.8675830816, 385604.5000224303 3948854.076061437))"
yes,,,,,三銀ビル,10.5,default,299.7,"POLYGON ((385600.39133623533 3948828.813407201, 385595.46565702674 3948842.754859127, 385607.79511523165 3948847.066893382, 385609.81246354256 3948841.3499303125, 385621.341796766 3948845.3838468934, 385624.2501530076 3948837.159369155, 385600.39133623533 3948828.813407201))"
yes,,,,,SHIMA赤坂ビル,10.5,default,53.7,"POLYGON ((385536.1439297978 3948865.43944942, 385538.8788058612 3948866.9462396502, 385545.0479208646 3948865.2249545087, 385546.9146426525 3948861.872846239, 385540.2049372875 3948858.1652391115, 385536.1439297978 3948865.43944942))"
yes,,,,,牧野ビル,10.5,default,239.8,"POLYGON ((385587.4857886421 3948864.13503847, 385596.476286503 3948867.1255241465, 385595.52623090695 3948869.966612702, 385609.7345826382 3948874.6871157708, 385613.23048952466 3948864.291825752, 385590.02256904054 3948856.5809448976, 385587.4857886421 3948864.13503847))"
yes,,,,,シントミ赤坂一ツ木ビル,10.5,default,180.1,"POLYGON ((385543.51186196745 3948847.8611011687, 385542.872913601 3948849.5555517566, 385550.6039091773 3948852.440180554, 385557.1327919015 3948835.0723328087, 385551.1390664259 3948832.8420380265, 385550.2202229927 3948835.294454715, 385546.3547898872 3948833.857685375, 385541.3926209379 3948847.0674645556, 385543.51186196745 3948847.8611011687))"
office,,,,,赤坂中西ビル,28.0,levels_x3.5,703.7,"POLYGON ((385519.46126114036 3948852.7413662085, 385535.09331557393 3948864.6875215955, 385541.9348554779 3948855.436131578, 385537.0999404263 3948851.8153220667, 385544.35493412445 3948823.355633215, 385527.2999586996 3948819.0046957345, 385525.8656808218 3948823.6048127916, 385524.33306792553 3948823.38049131, 385520.7384813187 3948838.7581052347, 385526.1750020998 3948842.703966017, 385519.46126114036 3948852.7413662085))"
yes,,,,,SKI赤坂ビル,10.5,default,313.7,"POLYGON ((385567.67531282996 3948879.1666872473, 385576.03104794223 3948865.192156015, 385583.24019945215 3948869.026483548, 385586.1485744242 3948863.6197587214, 385565.4394891772 3948851.73887489, 385559.5609781253 3948868.2996062897, 385567.7507722225 3948873.075343645, 385565.0476184739 3948877.547572878, 385567.67531282996 3948879.1666872473))"
yes,,,,,,10.5,default,447.9,"POLYGON ((385600.2484755696 3948826.152788561, 385610.0405547796 3948829.5323415566, 385616.11606543016 3948812.092721989, 385617.31624887086 3948812.509927562, 385616.5305678968 3948814.760938788, 385625.5042881278 3948817.851513115, 385628.76930011326 3948808.5019981177, 385614.96768374427 3948803.7429469535, 385618.75628936326 3948792.8779651793, 385612.5828345524 3948790.7497834465, 385600.2484755696 3948826.152788561))"
yes,,,,,,10.5,default,667.2,"POLYGON ((385537.82756450155 3948658.0677866433, 385527.74806270405 3948651.3639353975, 385508.1374310143 3948680.537430359, 385509.32439399906 3948681.3319739103, 385505.94929334003 3948686.3453644495, 385517.71792690194 3948694.1811686447, 385521.08398056857 3948689.167899153, 385521.55859344703 3948689.472407148, 385543.2474554466 3948657.199264735, 385539.89686505584 3948654.979316846, 385537.82756450155 3948658.0677866433))"
yes,,,,,,10.5,default,80.7,"POLYGON ((385622.45771052456 3948783.678142837, 385628.2990232392 3948786.0213827733, 385629.80798558786 3948782.2967158216, 385626.79154669977 3948780.7158651697, 385628.2377053113 3948775.627497006, 385629.7171637396 3948775.941269034, 385631.3169521454 3948770.129842881, 385625.2866588558 3948768.576675631, 385624.4114931044 3948772.3153754794, 385625.4180599889 3948772.457734284, 385622.45771052456 3948783.678142837))"
yes,,,,,住友不動産新赤坂ビル,10.5,default,1460.9,"POLYGON ((385567.8420405915 3948670.6275681616, 385565.6351683832 3948669.358028987, 385567.30854770174 3948666.4521595626, 385556.9405574354 3948660.539633505, 385517.96669000026 3948728.2574230325, 385532.01848251664 3948736.2635250003, 385545.8921196252 3948712.1560495677, 385550.78879550984 3948714.9440527405, 385570.0013163965 3948681.560220481, 385565.20489594486 3948678.826383675, 385567.67494991695 3948674.5235623373, 385566.10659509193 3948673.634078633, 385567.8420405915 3948670.6275681616))"
yes,,,,,,10.5,default,588.9,"POLYGON ((385581.8279161799 3948732.5826315996, 385593.21085658483 3948735.0763948266, 385595.1695836625 3948726.2096105507, 385583.78648991813 3948723.704752847, 385566.0768213151 3948719.8391854037, 385565.0348938855 3948725.3882904784, 385565.1997876867 3948731.165918597, 385565.78213330667 3948737.0269213985, 385567.13951166417 3948742.622795045, 385571.7273151608 3948745.3260365548, 385589.93640448415 3948749.318308426, 385592.0145468983 3948739.8842139863, 385580.7587433829 3948737.422096764, 385581.8279161799 3948732.5826315996))"
yes,,,,,,10.5,default,170.4,"POLYGON ((385464.35616425367 3948699.6720612063, 385459.94759321056 3948696.833440832, 385455.21670859156 3948704.105223732, 385463.5227433556 3948709.4562398843, 385461.19717081275 3948713.0250549917, 385466.56644034386 3948716.6611288683, 385468.10169118433 3948714.2784167603, 385467.29078992264 3948713.867308612, 385468.61398041726 3948711.88669758, 385467.51837733755 3948711.1575438026, 385469.1168382206 3948708.7629239555, 385471.1325174155 3948709.9461540803, 385473.7714234787 3948703.999279793, 385471.44703470584 3948702.742371312, 385470.75469135935 3948703.8051809273, 385467.42305673455 3948701.651577389, 385468.372998256 3948700.2082670406, 385465.29705526814 3948698.228867133, 385464.35616425367 3948699.6720612063))"
yes,,,,,,10.5,default,214.7,"POLYGON ((385526.06909892906 3948747.3227750137, 385526.52432271186 3948747.5276907, 385525.86159532104 3948750.1875892393, 385526.847443685 3948750.8294146694, 385527.8701156797 3948750.8162451545, 385529.0120755724 3948748.1168948016, 385529.8107782415 3948748.2841068357, 385530.53641775716 3948755.430117643, 385532.9310432945 3948756.5197327896, 385535.7844235671 3948756.6826747283, 385538.23936223786 3948756.129665772, 385540.4561925337 3948754.6589568295, 385539.4435929577 3948744.9096507686, 385536.93759678665 3948744.309585082, 385534.5117144291 3948744.307541446, 385531.69605008804 3948744.9650385394, 385530.1065517686 3948744.541763776, 385529.19820730574 3948742.889424729, 385524.10148616415 3948739.3274596366, 385516.5277012121 3948750.0637347903, 385521.62441961886 3948753.6256955215, 385526.06909892906 3948747.3227750137))"
yes,,,,,赤坂ウエストビル,21.0,levels_x3.5,49.0,"POLYGON ((385610.85694452515 3948713.6051202905, 385618.02674998145 3948715.077055304, 385619.39072585956 3948708.525392819, 385612.2118652077 3948707.05357305, 385610.85694452515 3948713.6051202905))"
yes,,,,,,10.5,default,35.7,"POLYGON ((385493.9295190665 3948658.3114118585, 385497.99247179483 3948661.0213780543, 385502.0780299378 3948654.9449446998, 385498.0061684125 3948652.246184929, 385493.9295190665 3948658.3114118585))"
yes,,,,,,10.5,default,238.0,"POLYGON ((385589.1052507116 3948676.3000328206, 385606.0400114887 3948679.7318777833, 385608.79916707304 3948666.239873521, 385591.86438213696 3948662.80802276, 385589.1052507116 3948676.3000328206))"
yes,,,,,,10.5,default,24.1,"POLYGON ((385636.24963396514 3948777.831879, 385639.9778955594 3948779.1595166707, 385642.0405327533 3948773.441980238, 385638.3122691489 3948772.114341659, 385636.24963396514 3948777.831879))"
yes,,,,,,10.5,default,163.7,"POLYGON ((385565.9354545269 3948714.482810229, 385596.3688093602 3948720.924731009, 385597.4703398123 3948715.7853254266, 385567.0368257391 3948709.3323087743, 385565.9354545269 3948714.482810229))"
yes,,,,,,10.5,default,69.7,"POLYGON ((385641.8448411923 3948758.9341099113, 385651.38340782525 3948760.8969949107, 385652.84110159875 3948753.889295912, 385643.30252791254 3948751.9264091905, 385641.8448411923 3948758.9341099113))"
yes,,,,,,10.5,default,64.4,"POLYGON ((385593.20907720353 3948661.7922955086, 385608.83748312923 3948664.9969007964, 385609.3637748683 3948662.2832977725, 385595.05231036025 3948656.610064106, 385593.20907720353 3948661.7922955086))"
yes,,,,,,10.5,default,120.6,"POLYGON ((385473.7749489805 3948679.6821172363, 385486.57787389035 3948688.4031360676, 385490.98493415315 3948681.989747823, 385478.19105517183 3948673.2686060136, 385473.7749489805 3948679.6821172363))"
yes,,,,,,10.5,default,49.3,"POLYGON ((385619.95314462425 3948754.3456902443, 385628.193834753 3948756.0368180177, 385629.38722398994 3948750.297182038, 385621.1465288679 3948748.6060530446, 385619.95314462425 3948754.3456902443))"
yes,,,,,,10.5,default,77.7,"POLYGON ((385509.16140993865 3948738.255201104, 385518.160286378 3948744.695606487, 385522.2689164115 3948739.007158635, 385513.27908777795 3948732.5666325195, 385509.16140993865 3948738.255201104))"
yes,,,,,,10.5,default,25.1,"POLYGON ((385640.4411662063 3948779.2866795296, 385644.45126571716 3948780.710535323, 385646.45269446954 3948775.160190939, 385642.4335426901 3948773.736450628, 385640.4411662063 3948779.2866795296))"
yes,,,,,,10.5,default,66.6,"POLYGON ((385578.3238059601 3948721.245731067, 385595.4062882104 3948724.9086164953, 385596.2182387454 3948721.1818209146, 385579.1266995844 3948717.5190502666, 385578.3238059601 3948721.245731067))"
yes,,,,,,10.5,default,36.1,"POLYGON ((385630.2239730621 3948775.934748363, 385635.76049698866 3948777.80489126, 385637.74901813484 3948771.955184462, 385632.21249109006 3948770.0850402624, 385630.2239730621 3948775.934748363))"
yes,,,,,,17.5,levels_x3.5,157.0,"POLYGON ((385607.1023606885 3948731.3365849955, 385622.7852264433 3948734.5626966497, 385624.77981501457 3948724.963283058, 385609.096933368 3948721.737167529, 385607.1023606885 3948731.3365849955))"
yes,,,,,,10.5,default,35.5,"POLYGON ((385638.4668062917 3948747.5400987472, 385644.4931157472 3948748.782706669, 385645.6695577244 3948743.132039931, 385639.6432446751 3948741.8894311297, 385638.4668062917 3948747.5400987472))"
yes,,,,,,10.5,default,208.7,"POLYGON ((385464.3878323673 3948692.2944252403, 385477.52132176573 3948700.678364486, 385484.77148850966 3948689.413734038, 385471.6379902562 3948681.02978398, 385464.3878323673 3948692.2944252403))"
yes,,,,,,10.5,default,30.4,"POLYGON ((385622.9972642452 3948715.867304858, 385627.6712606512 3948716.827775714, 385628.9668371363 3948710.5876148846, 385624.2928376534 3948709.6271432764, 385622.9972642452 3948715.867304858))"
yes,,,,,,10.5,default,119.2,"POLYGON ((385520.91159608203 3948763.6412794287, 385538.21313898446 3948766.7465532697, 385539.4216225089 3948760.0748483473, 385522.1200672583 3948756.969571872, 385520.91159608203 3948763.6412794287))"
yes,,,,,,10.5,default,12.5,"POLYGON ((385619.3786592907 3948715.325905765, 385622.645875214 3948715.993855319, 385623.41344319045 3948712.3341952013, 385620.1370330587 3948711.655270055, 385619.3786592907 3948715.325905765))"
yes,,,,,,10.5,default,76.5,"POLYGON ((385610.1062197903 3948779.0668427544, 385617.18535442825 3948781.9377318737, 385619.93577258434 3948771.285794658, 385613.8420421988 3948769.0234628925, 385610.1062197903 3948779.0668427544))"
yes,,,,,,10.5,default,107.4,"POLYGON ((385489.27692073944 3948732.798135279, 385495.8071160326 3948737.317850902, 385503.53922062425 3948726.22452422, 385496.9999713917 3948721.7049194626, 385489.27692073944 3948732.798135279))"
yes,,,,,,10.5,default,64.2,"POLYGON ((385642.48411916394 3948720.6752626193, 385648.6737779899 3948721.9490532875, 385650.73637660826 3948712.004871417, 385644.54671128903 3948710.7310791644, 385642.48411916394 3948720.6752626193))"
yes,,,,,,10.5,default,27.2,"POLYGON ((385629.66281914996 3948756.2397892214, 385633.4837930437 3948757.0337403542, 385634.89836315205 3948750.192996293, 385631.077529205 3948749.410136224, 385629.66281914996 3948756.2397892214))"
yes,,,,,,10.5,default,111.1,"POLYGON ((385497.1243526091 3948736.2802747125, 385505.0696091909 3948741.73581717, 385511.6369992237 3948732.2771611516, 385503.6825456574 3948726.8106376273, 385497.1243526091 3948736.2802747125))"
yes,,,,,,10.5,default,399.3,"POLYGON ((385488.67036176875 3948704.6837359765, 385505.0693149076 3948715.710295194, 385516.4130480349 3948698.990397201, 385500.01407998183 3948687.963816916, 385488.67036176875 3948704.6837359765))"
yes,,,,,,10.5,default,43.1,"POLYGON ((385581.1819054923 3948754.1235682745, 385587.9279823422 3948756.4329499453, 385589.873567604 3948750.0623864164, 385582.51944105065 3948749.0365902097, 385581.1819054923 3948754.1235682745))"
yes,,,,hotel,CENTUTION HOTEL GRAND AKASAKA,10.5,default,152.5,"POLYGON ((385649.27473984414 3948727.8541942094, 385658.24103406427 3948729.6580457464, 385658.5901216699 3948727.9451461695, 385660.4415014683 3948728.3207010413, 385662.6459813341 3948717.442837717, 385660.8399932011 3948717.0777920317, 385661.14654143096 3948715.576217557, 385652.1349827159 3948713.772944872, 385649.27473984414 3948727.8541942094))"
yes,,,,,,10.5,default,181.0,"POLYGON ((385487.07108935586 3948704.2051266115, 385499.18060505914 3948685.800211899, 385492.3067507151 3948681.3071066793, 385480.1883349292 3948699.7232391583, 385487.07108935586 3948704.2051266115))"
yes,,,,,,10.5,default,65.5,"POLYGON ((385635.5035214874 3948719.1343125836, 385642.12873476406 3948720.491243806, 385644.09776683705 3948711.014193681, 385637.4724042357 3948709.646169109, 385635.5035214874 3948719.1343125836))"
yes,,,,,,10.5,default,41.1,"POLYGON ((385618.5869427492 3948707.259974742, 385628.506821793 3948709.306679503, 385629.32455586223 3948705.3246611333, 385619.41386560467 3948703.288930647, 385618.5869427492 3948707.259974742))"
yes,,,,,,10.5,default,48.8,"POLYGON ((385565.50371338223 3948718.914703075, 385577.61988731497 3948721.4101017164, 385578.4210673988 3948717.5503200465, 385566.30488852947 3948715.054920201, 385565.50371338223 3948718.914703075))"
yes,,,,,,10.5,levels_x3.5,65.0,"POLYGON ((385645.8560876974 3948750.595611751, 385654.1549288294 3948752.5855417764, 385655.9423474894 3948745.1742337397, 385647.64364267385 3948743.195393639, 385645.8560876974 3948750.595611751))"
yes,,,,,,42.0,levels_x3.5,58.3,"POLYGON ((385595.3474845667 3948773.0887503563, 385608.6744962674 3948778.242155461, 385610.16435254563 3948774.4400758366, 385596.8373362058 3948769.2866684087, 385595.3474845667 3948773.0887503563))"
yes,,,,hotel,アパ ヴィラホテル,42.0,levels_x3.5,61.1,"POLYGON ((385608.5313247059 3948751.6416164255, 385617.79783121444 3948753.5635926775, 385619.1103527925 3948747.234462999, 385609.8530330267 3948745.323460513, 385608.5313247059 3948751.6416164255))"
yes,,,,,参丁目小林ビル,10.5,default,64.3,"POLYGON ((385633.74361982796 3948757.5296081207, 385640.93162882084 3948759.0124195837, 385642.7129599985 3948750.4252684163, 385635.533994684 3948748.942338932, 385633.74361982796 3948757.5296081207))"
yes,,,,,,10.5,default,56.2,"POLYGON ((385639.1680177906 3948770.3838291713, 385647.1438900282 3948772.599778469, 385648.9787707221 3948766.0642497726, 385641.00289322634 3948763.8482987136, 385639.1680177906 3948770.3838291713))"
office,,,,,JFB Building,17.5,levels_x3.5,121.9,"POLYGON ((385579.1944845098 3948779.04312441, 385583.85284450185 3948766.835703098, 385575.1297499499 3948763.5311645633, 385570.4715425745 3948775.7496823734, 385579.1944845098 3948779.04312441))"
yes,public_bath,,,,サウナリゾート;オリエンタル,10.5,default,145.5,"POLYGON ((385630.98673644976 3948736.0213668104, 385636.91884268407 3948736.976749139, 385639.81430761295 3948725.6351529662, 385648.6107924652 3948727.6075830283, 385649.6588452481 3948723.2343290523, 385634.2357164582 3948719.7940502707, 385630.98673644976 3948736.0213668104))"
yes,,,,,,10.5,default,355.8,"POLYGON ((385498.32779257325 3948650.5114448126, 385515.47409538087 3948661.927768069, 385525.11068656266 3948647.5928022517, 385507.9734204459 3948636.1763437134, 385498.32779257325 3948650.5114448126))"
yes,,,,,,10.5,default,49.0,"POLYGON ((385641.3115565248 3948737.8853776325, 385648.8171929375 3948739.4306712104, 385650.11235199706 3948733.157238345, 385642.6159035155 3948731.6229188666, 385641.3115565248 3948737.8853776325))"
yes,,,,,,10.5,default,36.4,"POLYGON ((385570.8554389646 3948773.2264996697, 385574.57511896756 3948763.338619628, 385571.3553636206 3948762.137585804, 385567.6266364015 3948772.0255837557, 385570.8554389646 3948773.2264996697))"
yes,,,,,,10.5,default,262.9,"POLYGON ((385546.1357628481 3948747.951871313, 385546.0449056635 3948750.7375279414, 385543.6815196303 3948750.668115765, 385543.2516759756 3948764.385306788, 385558.2200490851 3948764.8471100116, 385558.34116701176 3948760.8962388868, 385559.4096598563 3948760.9268573415, 385559.4538766394 3948759.4397493843, 385560.7306666958 3948759.4787799655, 385560.8198147275 3948756.5600227555, 385559.54302425135 3948756.5209921505, 385559.83610179124 3948746.9434661837, 385556.28656787897 3948746.844946746, 385556.24135187163 3948748.2544125654, 385546.1357628481 3948747.951871313))"
yes,,,,,,10.5,default,51.8,"POLYGON ((385629.4344253162 3948717.381956345, 385634.89793016796 3948718.498676738, 385636.79049739306 3948709.4108833694, 385631.32684459613 3948708.2830699626, 385629.4344253162 3948717.381956345))"
yes,,,,,,10.5,default,252.1,"POLYGON ((385611.4247035229 3948733.8102978207, 385609.370491349 3948743.6989152264, 385619.23574606533 3948745.7241240963, 385619.61097699305 3948743.9332312644, 385637.4447050268 3948747.5976224574, 385639.12385451596 3948739.510995839, 385611.4247035229 3948733.8102978207))"
yes,,,,,,10.5,default,229.5,"POLYGON ((385548.1653049416 3948734.746575969, 385545.0681335868 3948734.6311430265, 385544.7255884895 3948743.177604527, 385560.7192400574 3948743.8258966007, 385561.3496662311 3948728.109282755, 385548.4534460022 3948727.598605431, 385548.1653049416 3948734.746575969))"
yes,,,,,,10.5,default,122.1,"POLYGON ((385587.03587976197 3948676.5707250056, 385589.9866910697 3948662.499381621, 385584.5282848109 3948661.781990278, 385583.7625267626 3948666.2847419027, 385579.7530235797 3948665.615266483, 385576.0537878641 3948674.2825852153, 385587.03587976197 3948676.5707250056))"
yes,,,,,一ツ木BLDG,17.5,levels_x3.5,207.0,"POLYGON ((385625.5155109469 3948724.4546066723, 385623.4014969233 3948734.6213286845, 385629.8544616242 3948735.9582795636, 385633.2555809998 3948719.595882364, 385611.7823775795 3948715.1795922588, 385610.49515046715 3948721.364180828, 385625.5155109469 3948724.4546066723))"
yes,,,,,,10.5,default,133.1,"POLYGON ((385628.7119886564 3948786.459812211, 385638.81537139567 3948790.1127318195, 385640.8659634861 3948789.0879295813, 385643.71329052525 3948781.0417425423, 385628.97356349183 3948776.5387955196, 385628.01317581424 3948780.6890535927, 385630.36367262586 3948781.8680106355, 385628.7119886564 3948786.459812211))"
