stakeholder,height_m,area_m2,euluc,function
developer,37.177499666666684,636.8519972473856,商业服务用地,Business
developer,54.901833000000025,26.35246781071052,商业服务用地,Business
developer,30.32743300000001,176.78077597330977,商业服务用地,Residence
developer,40.64163299999996,1101.345320330309,商业服务用地,Residence
developer,62.29176633333323,45.204935266003524,商业服务用地,Residence
developer,58.24536633333341,1024.783651282357,商业服务用地,Residence
developer,140.94763300000008,793.2769233096413,商业服务用地,
developer,59.32469966666656,538.0969332460221,商业服务用地,
developer,33.840366333333336,274.50330511145626,商业服务用地,
developer,68.05249966666665,237.170559078512,商业服务用地,
developer,54.68356633333334,175.68281984662548,商业服务用地,Residence
developer,14.403233000000002,135.9057849753376,商业服务用地,Business
developer,25.369366333333332,98.35011268656785,商业服务用地,Business
developer,18.285633000000008,116.43016703016023,商业服务用地,
developer,34.668033000000015,267.4946985808599,商务办公用地,Business
developer,42.446366333333415,16.664691806163837,商务办公用地,Office
developer,38.047766333333264,599.8389831967944,商务办公用地,Business
developer,77.8228996666666,405.5179663734718,商务办公用地,Business
developer,56.92876633333332,438.9581830090405,商务办公用地,
developer,95.448433,1155.2548132032432,商务办公用地,Office
developer,29.29943300000001,210.82046433020332,商业服务用地,Business
developer,57.51776633333333,96.62647185295405,商务办公用地,Business
developer,46.94816633333331,20.608484914943016,商务办公用地,Business
developer,36.80609966666664,225.83994974703748,商务办公用地,Business
developer,39.87969966666663,22.43037264038693,商务办公用地,Business
developer,67.32469966666669,797.6731444575182,商务办公用地,
developer,29.175033000000035,870.3837229175151,商务办公用地,
developer,31.49363299999995,240.42793633565722,商务办公用地,
developer,38.81796633333327,23.57862151006022,商务办公用地,
developer,44.21856633333333,19.764424509727714,商务办公用地,
resident,31.01676633333333,441.1123023349214,居住用地,Residence
resident,46.23016633333326,84.58696030250896,居住用地,
resident,44.636032999999934,61.282113256577546,居住用地,
resident,45.09669966666663,141.01567568148081,居住用地,
developer,15.348566333333334,154.27044725408595,商务办公用地,
resident,45.63049966666662,70.91255039004149,居住用地,
resident,42.03723300000001,76.31808641783755,居住用地,
resident,54.31843300000009,323.50417150339325,居住用地,Residence
resident,58.20696633333326,74.55426037096018,居住用地,
resident,54.24763299999992,134.46834600124043,居住用地,
resident,48.09316633333341,79.84829611711123,居住用地,
resident,78.56023299999998,264.9810997154321,居住用地,
resident,62.98289966666668,226.0296735223322,居住用地,
resident,24.86076633333333,186.3298631598116,居住用地,
resident,28.530166333333337,102.63084678262321,居住用地,
resident,58.94776633333343,250.63420613203965,居住用地,
resident,50.64109966666675,64.23973988291714,居住用地,
developer,55.12289966666667,65.88241016026717,商务办公用地,
developer,23.135499666666675,149.90602027338605,商务办公用地,
developer,24.851166333333328,65.5814674988498,商务办公用地,
