building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt,stakeholder,scenario
yes,,,,,,7.0,levels_x3.5,559.7,"POLYGON ((372781.802781 148659.335682, 372809.171609 148653.330901, 372810.085358 148656.238012, 372817.628502 148654.642519, 372814.930451 148643.12418, 372813.249225 148640.781247, 372810.533631 148639.323222, 372796.858749 148638.92058, 372790.083387 148640.604156, 372785.922832 148642.363894, 372782.263189 148644.576665, 372780.116775 148646.788727, 372779.561601 148649.26537, 372781.802781 148659.335682))",unknown,current
residential,,,,,,115.5,levels_x3.5,751.7,"POLYGON ((372782.505098 148662.187616, 372783.508602 148666.675591, 372784.276265 148666.509402, 372784.644233 148668.189632, 372787.737129 148667.502756, 372788.316949 148670.133642, 372796.727854 148668.28347, 372797.329964 148670.991732, 372791.411176 148672.287972, 372791.935223 148674.620391, 372790.155135 148675.00816, 372791.147497 148679.462974, 372790.112824 148679.695619, 372790.748381 148682.547584, 372787.711108 148683.212324, 372788.101345 148684.92571, 372787.444938 148685.069736, 372788.448442 148689.557711, 372812.5241 148684.262008, 372811.542907 148679.895631, 372810.75299 148680.061831, 372810.373901 148678.392661, 372807.303254 148679.068471, 372806.712313 148676.448646, 372813.510014 148674.952999, 372814.68078 148680.214765, 372819.887533 148679.073632, 372820.567694 148682.135627, 372822.147522 148681.792173, 372822.303601 148682.444361, 372826.965203 148681.425092, 372824.289178 148669.420311, 372821.5574 148657.161284, 372816.929177 148658.180537, 372817.11873 148659.031705, 372815.461025 148659.397305, 372816.130045 148662.426139, 372813.504417 148663.002243, 372815.68986 148672.851475, 372804.720083 148675.266664, 372804.129126 148672.613674, 372804.707651 148672.480739, 372803.49228 148667.008944, 372804.805089 148666.709837, 372804.202974 148663.990519, 372807.273622 148663.314709, 372806.939122 148661.822403, 372807.695659 148661.656219, 372806.625261 148656.880839, 372782.505098 148662.187616))",resident,current
yes,,,,,,12.0,default,193.0,"POLYGON ((372769.013671 148697.117575, 372775.511646 148697.103474, 372775.419826 148667.364808, 372768.932982 148667.389957, 372769.013671 148697.117575))",unknown,current
yes,,,,,,12.0,default,212.3,"POLYGON ((372770.964546 148277.015925, 372786.319444 148277.130359, 372786.36857 148263.200681, 372770.935913 148263.362664, 372770.964546 148277.015925))",unknown,current
yes,,,,,,12.0,default,230.0,"POLYGON ((372787.620064 148274.55387, 372803.297636 148274.668154, 372803.40205 148259.997747, 372787.724478 148259.883463, 372787.620064 148274.55387))",unknown,current
yes,,,,,,12.0,default,317.8,"POLYGON ((373349.537827 147598.295826, 373357.404407 147598.292184, 373357.404541 147574.545482, 373361.99987 147574.543355, 373361.994993 147564.007694, 373349.555331 147564.002396, 373349.537827 147598.295826))",unknown,current
yes,,,,,,12.0,default,328.8,"POLYGON ((373245.615908 147793.579948, 373260.158479 147793.517924, 373260.058977 147770.909954, 373245.516405 147770.971976, 373245.615908 147793.579948))",unknown,current
yes,,,,,Cecilia Block (Creative Arts Building),12.0,default,948.5,"POLYGON ((371051.781183 147303.097241, 371093.24492 147290.673645, 371086.87053 147269.704661, 371045.417916 147282.12825, 371051.781183 147303.097241))",unknown,current
yes,shelter,,,,,12.0,default,520.5,"POLYGON ((371000.610374 147258.667782, 371034.808236 147269.718092, 371030.297231 147283.484116, 370996.099364 147272.422753, 371000.610374 147258.667782))",unknown,current
roof,,,,,,12.0,default,139.1,"POLYGON ((371470.162672 147119.503909, 371483.659224 147118.977987, 371483.25384 147108.685668, 371469.757287 147109.211589, 371470.162672 147119.503909))",unknown,current
service,,,,,,12.0,default,91.0,"POLYGON ((372704.342367 146995.894406, 372713.710953 146995.591571, 372713.394906 146985.885179, 372704.026319 146986.188013, 372704.342367 146995.894406))",unknown,current
service,,,,,Toah Payoh Town Garden,12.0,default,182.5,"POLYGON ((372012.612557 147041.432077, 372010.444915 147022.019967, 372001.154532 147023.041385, 372003.333307 147042.464546, 372012.612557 147041.432077))",unknown,current
train_station,,,,,,12.0,default,445.7,"POLYGON ((371006.447029 147956.058228, 370975.023345 147952.524318, 370976.618978 147938.516442, 371008.042668 147942.061408, 371006.447029 147956.058228))",state,current
train_station,,,,,,12.0,default,744.6,"POLYGON ((371036.98017 147911.656594, 371038.974053 147892.739961, 371000.039547 147888.689989, 370998.045666 147907.606625, 371036.98017 147911.656594))",state,current
train_station,,,,,,12.0,default,662.8,"POLYGON ((370943.081676 147747.628582, 370960.13011 147752.285886, 370950.121954 147788.441594, 370933.084647 147783.784286, 370943.081676 147747.628582))",state,current
yes,,,,,,12.0,default,3.6,"POLYGON ((373022.220046 146846.246816, 373024.189792 146846.920278, 373024.7565 146845.283836, 373022.797876 146844.599313, 373022.220046 146846.246816))",unknown,current
service,,,,,,12.0,default,217.5,"POLYGON ((373026.409876 146859.610705, 373041.856264 146864.943268, 373046.245524 146852.371397, 373030.79914 146847.049889, 373026.409876 146859.610705))",unknown,current
yes,,,,,Marymount Substation,7.0,levels_x3.5,670.2,"POLYGON ((370783.946619 148990.104265, 370802.888696 148999.26012, 370816.905877 148970.653243, 370797.9638 148961.497385, 370783.946619 148990.104265))",unknown,current
yes,,,,,,12.0,default,110.2,"POLYGON ((372325.506303 148820.680779, 372326.866839 148827.224875, 372343.01011 148823.911744, 372341.649575 148817.367648, 372325.506303 148820.680779))",unknown,current
roof,,,,,,12.0,default,312.6,"POLYGON ((372266.978687 148888.996919, 372270.292076 148883.976252, 372278.019601 148872.242939, 372264.952863 148863.747567, 372253.923075 148880.501543, 372266.978687 148888.996919))",unknown,current
yes,,,,,,3.5,levels_x3.5,111.2,"POLYGON ((372341.862521 148938.821049, 372342.985551 148937.195392, 372347.922389 148929.951847, 372339.340992 148924.173967, 372334.58205 148931.141046, 372333.281129 148933.054225, 372341.862521 148938.821049))",unknown,current
yes,,,,,,3.5,levels_x3.5,84.1,"POLYGON ((372325.610834 148948.17043, 372320.351661 148956.132723, 372327.730924 148960.949357, 372332.990096 148952.987065, 372325.610834 148948.17043))",unknown,current
residential,,,,,,12.0,default,1237.9,"POLYGON ((372284.638873 148987.977756, 372284.726423 148984.871176, 372282.344791 148983.766768, 372280.786373 148982.319258, 372279.628202 148980.208242, 372279.471663 148978.583187, 372279.91548 148975.929705, 372277.266552 148974.283714, 372293.600547 148950.706118, 372297.774554 148953.888078, 372294.795014 148959.008085, 372296.664928 148960.344895, 372295.808798 148961.671935, 372298.869704 148963.936829, 372297.413119 148966.082243, 372302.377001 148969.009559, 372303.200199 148968.633291, 372303.00792 148962.000202, 372300.992318 148958.4524, 372302.972357 148957.368048, 372301.457378 148953.654181, 372307.019195 148950.412359, 372321.040253 148977.071134, 372315.022097 148980.003624, 372313.006579 148976.632707, 372311.449406 148977.827413, 372309.278025 148974.26863, 372307.008494 148974.933017, 372304.99273 148971.042501, 372301.368202 148976.925628, 372305.696545 148977.056253, 372305.619841 148979.565842, 372306.676892 148979.598509, 372306.600021 148981.754329, 372313.27613 148981.961234, 372313.067973 148988.859839, 372308.116573 148988.806895, 372308.039525 148990.586835, 372303.032418 148990.379144, 372302.900378 148993.518911, 372305.637594 148993.628174, 372305.186386 149004.208308, 372296.752188 149003.847458, 372296.653084 149006.047509, 372295.540395 149006.003812, 372295.441287 149008.192808, 372291.168557 149008.017937, 372291.278641 149005.508333, 372288.864104 149005.409973, 372289.018069 149001.573711, 372286.792691 149001.486318, 372286.979838 148997.229939, 372289.616914 148997.339249, 372289.683008 148995.92414, 372290.906969 148995.978839, 372291.039051 148992.927514, 372294.087825 148993.058741, 372294.230945 148989.819471, 372288.767634 148989.589884, 372288.833649 148988.008945, 372284.638873 148987.977756))",resident,current
roof,,,,,,3.5,levels_x3.5,40.3,"POLYGON ((372715.994866 148554.297092, 372721.414904 148557.157872, 372724.516531 148551.352396, 372719.096499 148548.502671, 372715.994866 148554.297092))",unknown,current
roof,,,,,,3.5,levels_x3.5,40.3,"POLYGON ((372707.057899 148549.525395, 372712.477937 148552.386175, 372715.57957 148546.591753, 372710.148405 148543.730978, 372707.057899 148549.525395))",unknown,current
roof,,,,,,3.5,levels_x3.5,36.8,"POLYGON ((372717.138567 148691.769019, 372711.152283 148691.495444, 372711.427579 148685.370687, 372717.424985 148685.633202, 372717.325845 148687.766919, 372717.138567 148691.769019))",unknown,current
roof,,,,,,3.5,levels_x3.5,34.7,"POLYGON ((372682.355791 148690.149144, 372676.836837 148689.897461, 372677.123191 148683.628979, 372682.642146 148683.880663, 372682.355791 148690.149144))",unknown,current
public,,,,,,3.5,levels_x3.5,231.4,"POLYGON ((372105.360649 147888.866425, 372105.256898 147881.160926, 372100.759563 147876.608247, 372093.315823 147876.711232, 372088.800558 147881.389742, 372088.915436 147889.095236, 372093.54607 147893.172474, 372100.989809 147893.069489, 372105.360649 147888.866425))",state,current
yes,,,,,,12.0,default,60.0,"POLYGON ((371834.102147 148079.145053, 371841.735156 148079.285184, 371841.876109 148071.424789, 371834.254226 148071.284653, 371834.102147 148079.145053))",unknown,current
public,,,,,,3.5,levels_x3.5,150.6,"POLYGON ((371929.552233 148160.666291, 371918.99295 148160.638088, 371918.955151 148174.910513, 371929.514429 148174.92766, 371929.552233 148160.666291))",state,current
yes,,,,,,12.0,default,170.7,"POLYGON ((371751.163584 147913.829664, 371738.026006 147896.777481, 371731.708268 147901.578458, 371744.856973 147918.630636, 371751.163584 147913.829664))",unknown,current
yes,,,,,,3.5,levels_x3.5,104.7,"POLYGON ((372152.949701 148268.527488, 372160.64937 148268.479652, 372160.565094 148254.870612, 372152.86543 148254.929504, 372152.949701 148268.527488))",unknown,current
yes,,,,,,12.0,default,43.7,"POLYGON ((371488.264935 147331.005936, 371482.236309 147335.464059, 371485.732306 147340.127768, 371491.749805 147335.669649, 371488.264935 147331.005936))",unknown,current
residential,,,,,,38.5,levels_x3.5,9.4,"POLYGON ((371550.063457 147284.323493, 371546.62523 147284.214551, 371546.537501 147286.956313, 371549.964601 147287.06526, 371550.063457 147284.323493))",resident,current
yes,,,,,,3.5,levels_x3.5,58.9,"POLYGON ((371444.809166 147603.274828, 371451.974807 147603.271461, 371451.970941 147595.046298, 371444.805301 147595.049666, 371444.809166 147603.274828))",unknown,current
yes,parking,,,,,17.5,levels_x3.5,1309.5,"POLYGON ((371397.000893 147421.227074, 371457.708439 147420.855859, 371457.304056 147412.719328, 371455.389399 147410.907152, 371454.132685 147412.212271, 371451.594654 147409.814456, 371452.673422 147408.686306, 371450.658577 147406.77468, 371454.929175 147402.328434, 371453.982978 147401.433397, 371454.115861 147400.073529, 371449.787565 147400.119782, 371449.787783 147400.584105, 371446.57216 147400.61878, 371446.548847 147398.363504, 371443.500126 147398.398101, 371443.464831 147394.318702, 371416.604887 147394.552416, 371416.594871 147396.918261, 371417.952344 147396.928679, 371417.942877 147400.466389, 371412.156936 147400.435939, 371412.166994 147398.158536, 371409.095997 147398.148923, 371409.106595 147397.021274, 371404.422204 147396.990307, 371404.401212 147399.676762, 371408.352942 147403.345276, 371406.039688 147405.723258, 371407.130616 147406.795113, 371404.928681 147409.283596, 371403.503804 147407.902349, 371401.713337 147409.915259, 371397.460992 147405.837839, 371395.35871 147407.287074, 371395.415663 147410.095101, 371396.795368 147410.061288, 371397.000893 147421.227074))",unknown,current
public,,,,,,3.5,levels_x3.5,297.0,"POLYGON ((371454.841623 147666.009099, 371477.084032 147665.998643, 371477.077755 147652.643811, 371454.835345 147652.654266, 371454.841623 147666.009099))",state,current
public,,,,,,3.5,levels_x3.5,231.5,"POLYGON ((371738.740209 147687.942188, 371738.625327 147680.236685, 371734.139106 147675.683999, 371726.684225 147675.786994, 371722.180082 147680.465507, 371722.283839 147688.171016, 371726.914484 147692.248255, 371734.369365 147692.145259, 371738.740209 147687.942188))",state,current
public,,,,,,3.5,levels_x3.5,231.6,"POLYGON ((372077.54339 147697.899044, 372077.439639 147690.182489, 372072.942302 147685.629807, 372065.487429 147685.732794, 372060.983286 147690.411296, 372061.087038 147698.127852, 372065.717673 147702.205093, 372073.172541 147702.091051, 372077.54339 147697.899044))",state,current
yes,,,,,,3.5,levels_x3.5,175.1,"POLYGON ((372701.551181 147622.265978, 372712.077043 147622.216858, 372712.00254 147605.57869, 372701.476677 147605.62781, 372701.551181 147622.265978))",unknown,current
yes,,,,,,12.0,default,144.1,"POLYGON ((372386.460716 147471.36432, 372398.780958 147477.660096, 372403.572276 147468.415636, 372391.252035 147462.11986, 372386.460716 147471.36432))",unknown,current
yes,,,,,,12.0,default,107.9,"POLYGON ((372381.844608 147498.429835, 372391.413668 147498.558037, 372391.553059 147487.281571, 372381.984003 147487.164424, 372381.844608 147498.429835))",unknown,current
yes,,,,,,3.5,levels_x3.5,153.1,"POLYGON ((372143.470994 147820.283579, 372146.775645 147820.304143, 372153.963548 147820.36711, 372154.079107 147805.763, 372143.586557 147805.690524, 372143.50293 147817.199135, 372143.470994 147820.283579))",unknown,current
yes,,,,,,12.0,default,757.5,"POLYGON ((371505.551781 148715.655356, 371506.048722 148707.706341, 371601.040314 148713.509667, 371600.554492 148721.447619, 371505.551781 148715.655356))",unknown,current
yes,,,,,,12.0,default,819.8,"POLYGON ((371432.380509 148664.614376, 371437.264976 148640.754663, 371451.842388 148643.699536, 371457.03769 148618.325098, 371471.837657 148621.314089, 371466.47584 148647.506699, 371453.923688 148644.969914, 371449.205733 148668.011452, 371432.380509 148664.614376))",unknown,current
yes,shelter,,,,,12.0,default,251.7,"POLYGON ((372125.284126 147474.824887, 372128.064027 147470.998453, 372126.947067 147461.823073, 372121.860875 147459.116899, 372119.922791 147454.773069, 372112.178679 147455.008848, 372107.495442 147457.421091, 372114.433379 147470.197783, 372125.284126 147474.824887))",unknown,current
yes,Clubhouse,,,,,3.5,levels_x3.5,165.3,"POLYGON ((372178.280942 148045.861795, 372192.979835 148046.894104, 372194.424968 148044.030103, 372186.544189 148037.511168, 372183.918768 148038.551597, 372184.962484 148033.86366, 372179.31885 148028.780865, 372177.216934 148030.992911, 372178.280942 148045.861795))",unknown,current
roof,,,,,,3.6,measured,119.0,"POLYGON ((372610.77829 147954.121643, 372626.366767 147954.003813, 372626.307789 147946.840015, 372624.004569 147946.8632, 372623.992922 147945.746622, 372617.072125 147945.794073, 372617.083794 147946.954873, 372610.73046 147947.00206, 372610.754194 147950.174916, 372610.77829 147954.121643))",unknown,current
yes,shelter,,,,,3.0,measured,9.7,"POLYGON ((372563.590729 147932.121539, 372566.361756 147933.137332, 372567.595418 147930.129717, 372564.868861 147929.036517, 372563.590729 147932.121539))",unknown,current
yes,,,,,,20.4,measured,18.5,"POLYGON ((372632.895292 147900.194685, 372637.415484 147906.073988, 372638.13838 147905.344002, 372639.083707 147904.392806, 372634.908393 147898.402789, 372633.851788 147899.331926, 372632.895292 147900.194685))",unknown,current
yes,,,,,,20.4,measured,50.0,"POLYGON ((372594.97489 147946.710922, 372597.266988 147946.698797, 372597.24233 147941.547044, 372597.135052 147926.257631, 372594.819498 147923.693885, 372594.97489 147946.710922))",unknown,current
residential,,,,,,12.0,default,768.4,"POLYGON ((372637.415484 147906.073988, 372638.116787 147906.759089, 372636.181646 147908.705722, 372638.040658 147910.528977, 372636.8729 147911.701382, 372638.642858 147913.436237, 372632.926413 147919.198708, 372634.429206 147920.66836, 372632.282756 147922.825143, 372633.841208 147924.350045, 372631.327752 147926.882879, 372635.524448 147931.004542, 372634.479027 147932.055282, 372631.161749 147928.806576, 372627.925396 147932.069396, 372627.90176 147929.10659, 372624.341221 147929.130362, 372624.329501 147927.85901, 372615.316887 147927.918493, 372615.341374 147932.705421, 372616.3539 147932.693893, 372616.36624 147935.29188, 372618.947633 147935.27962, 372618.959477 147936.816299, 372620.951154 147936.804314, 372620.963039 147938.429436, 372612.929571 147938.477407, 372612.941203 147939.560819, 372610.693611 147939.572924, 372610.693782 147939.937748, 372610.73046 147947.00206, 372617.083794 147946.954873, 372617.072125 147945.794073, 372623.992922 147945.746622, 372624.004569 147946.8632, 372626.307789 147946.840015, 372630.524804 147946.815936, 372630.476835 147939.397861, 372627.973329 147939.410084, 372627.961764 147938.47039, 372630.63217 147938.458089, 372631.822172 147937.263562, 372637.232237 147942.578631, 372639.590002 147940.222754, 372638.833039 147939.482403, 372642.202855 147936.097913, 372641.668525 147935.567508, 372643.970677 147933.255879, 372647.140305 147930.070478, 372642.965873 147925.970914, 372647.169806 147921.756889, 372649.652199 147924.187893, 372650.853322 147922.982307, 372652.65668 147924.761366, 372654.636307 147922.770491, 372655.281951 147923.400341, 372658.440463 147920.237056, 372652.184381 147914.093236, 372651.250175 147915.033371, 372646.085011 147909.961404, 372647.030339 147909.010209, 372640.685201 147902.777987, 372639.083707 147904.392806, 372638.13838 147905.344002, 372637.415484 147906.073988))",resident,current
residential,,,,,,12.0,default,677.9,"POLYGON ((372565.160384 147957.636414, 372574.206364 147957.543747, 372574.194638 147956.261339, 372588.481275 147956.110949, 372588.504174 147957.492849, 372597.66142 147957.400132, 372597.603505 147952.513721, 372596.691114 147952.514147, 372596.667674 147949.971442, 372594.052905 147949.994773, 372594.041268 147948.900305, 372600.338969 147948.853144, 372600.398029 147956.193828, 372604.303496 147956.169894, 372604.315232 147957.474412, 372610.82434 147957.427152, 372610.77829 147954.121643, 372610.754194 147950.174916, 372608.239561 147950.187145, 372608.226948 147947.003228, 372610.73046 147947.00206, 372610.693782 147939.937748, 372604.16242 147939.985018, 372604.174254 147941.499587, 372602.316097 147941.51151, 372597.24233 147941.547044, 372597.266988 147946.698797, 372594.97489 147946.710922, 372588.009596 147946.780506, 372584.938633 147946.80405, 372584.857406 147939.651317, 372588.651601 147939.616379, 372588.57006 147931.789273, 372585.387835 147931.823925, 372585.399457 147932.885227, 372576.130942 147932.977996, 372576.11933 147931.938805, 372573.115132 147931.973373, 372573.289833 147948.677833, 372568.661139 147948.724216, 372568.672968 147950.22773, 372566.2251 147950.250983, 372566.259766 147953.003734, 372565.113719 147953.015325, 372565.160384 147957.636414))",resident,current
construction,,,,,Toa Payoh East Community Club,17.5,levels_x3.5,2058.8,"POLYGON ((372514.530984 147903.953459, 372545.011664 147937.602583, 372578.233313 147907.90362, 372579.412255 147906.852817, 372579.133938 147906.532344, 372550.189547 147874.585014, 372542.582044 147881.387568, 372540.411213 147878.989584, 372526.94237 147891.024028, 372533.187681 147897.919613, 372529.250464 147901.437034, 372523.918018 147895.55811, 372514.530984 147903.953459))",informal,current
yes,,,,,,12.0,default,240.5,"POLYGON ((371395.556464 148981.212269, 371394.847438 148964.264783, 371380.6834 148964.846382, 371381.381294 148981.782818, 371395.556464 148981.212269))",unknown,current
roof,,,,,,12.0,default,93.4,"POLYGON ((371270.501445 148883.697252, 371273.185484 148888.958318, 371279.273015 148891.50921, 371285.769663 148888.642795, 371288.549108 148883.931903, 371270.501445 148883.697252))",unknown,current
yes,,,,,,12.0,default,110.3,"POLYGON ((371025.082793 148961.577155, 371019.684072 148956.836981, 371009.486316 148968.306227, 371014.896164 148973.046395, 371025.082793 148961.577155))",unknown,current
house,,,,,,3.5,levels_x3.5,99.3,"POLYGON ((372162.815411 146759.827773, 372165.019757 146762.502132, 372179.32332 146750.710534, 372175.259734 146745.737536, 372165.950091 146753.215246, 372168.143325 146755.922775, 372162.815411 146759.827773))",resident,current
house,,,,,,3.5,levels_x3.5,93.1,"POLYGON ((372166.767648 146764.623938, 372171.884071 146760.542154, 372174.043909 146763.216533, 372183.242165 146755.484603, 372179.32332 146750.710534, 372165.019757 146762.502132, 372166.767648 146764.623938))",resident,current
house,,,,,,3.5,levels_x3.5,82.3,"POLYGON ((372172.590241 146771.696625, 372186.771357 146759.794531, 372183.242165 146755.484603, 372174.043909 146763.216533, 372176.136946 146765.802501, 372170.998213 146769.762687, 372172.590241 146771.696625))",resident,current
house,,,,,,3.5,levels_x3.5,96.6,"POLYGON ((372172.590241 146771.696625, 372174.660988 146774.205216, 372179.666153 146770.145595, 372181.391795 146772.278466, 372190.812669 146764.723318, 372186.771357 146759.794531, 372172.590241 146771.696625))",resident,current
house,,,,,,3.5,levels_x3.5,104.0,"POLYGON ((372180.828707 146781.697845, 372195.098913 146769.96154, 372190.812669 146764.723318, 372181.391795 146772.278466, 372183.640694 146775.052302, 372178.713422 146779.122943, 372180.828707 146781.697845))",resident,current
roof,,,,,,3.5,levels_x3.5,111.5,"POLYGON ((372332.286987 146806.910969, 372334.822428 146803.759032, 372339.005576 146802.640505, 372340.051528 146802.717407, 372345.94086 146809.756897, 372345.830105 146810.862478, 372343.818017 146814.865429, 372339.835531 146816.801955, 372338.633717 146816.537185, 372338.71107 146815.387399, 372338.33216 146814.094105, 372332.286987 146806.910969))",unknown,current
yes,shelter,,,,,3.5,levels_x3.5,19.1,"POLYGON ((372290.635794 146822.960489, 372296.93271 146821.155551, 372296.498073 146819.663288, 372294.083014 146818.481492, 372291.83557 146818.836306, 372290.067569 146821.324569, 372290.635794 146822.960489))",unknown,current
yes,shelter,,,,,3.5,levels_x3.5,19.1,"POLYGON ((372320.59272 146830.817949, 372314.652312 146833.595587, 372315.331697 146834.999294, 372317.902346 146835.783027, 372320.071738 146835.07448, 372321.405677 146832.332147, 372320.59272 146830.817949))",unknown,current
yes,shelter,,,,,3.5,levels_x3.5,201.1,"POLYGON ((372321.776124 146815.395261, 372327.743328 146822.401548, 372329.05663 146823.141643, 372330.692215 146823.030331, 372335.286935 146821.657341, 372336.287898 146820.695066, 372338.633717 146816.537185, 372338.71107 146815.387399, 372338.33216 146814.094105, 372332.286987 146806.910969, 372331.018155 146806.093466, 372329.571623 146805.983584, 372325.088186 146807.389688, 372323.975955 146808.352015, 372321.66384 146813.206364, 372321.776124 146815.395261))",unknown,current
residential,,,,,,12.0,default,854.9,"POLYGON ((372310.115449 146839.755495, 372300.413243 146840.48965, 372300.614649 146842.910667, 372300.827172 146845.309568, 372301.750679 146845.275973, 372301.829239 146846.72418, 372305.30072 146846.567794, 372305.413122 146849.010962, 372310.486796 146848.721168, 372310.565423 146850.313094, 372316.673897 146850.04493, 372316.808574 146852.53231, 372313.337108 146852.721862, 372313.629223 146858.791084, 372320.560986 146858.323543, 372320.526979 146856.974812, 372323.887171 146856.774256, 372327.981715 146856.540194, 372329.439281 146856.451074, 372329.517758 146857.722397, 372339.142117 146857.076721, 372338.872805 146852.190405, 372338.016044 146852.190802, 372337.870636 146850.554686, 372334.209965 146850.633773, 372334.063561 146846.85293, 372335.164685 146845.934829, 372341.860414 146840.359851, 372345.511955 146844.581278, 372346.935586 146843.298203, 372348.761424 146845.552636, 372352.498592 146842.477528, 372353.877782 146841.338193, 372351.773694 146838.907004, 372356.10019 146834.991421, 372358.34904 146837.665759, 372359.672623 146836.581725, 372360.318335 146837.355296, 372362.264693 146835.57449, 372363.977492 146834.014898, 372357.798722 146826.665995, 372356.664248 146827.650443, 372352.589664 146822.942778, 372353.779746 146821.903028, 372347.589839 146814.532019, 372345.454289 146816.235526, 372343.674662 146817.65143, 372344.231309 146818.314489, 372342.963324 146819.32111, 372345.267838 146822.061754, 372343.265841 146823.83153, 372346.293821 146827.058271, 372345.137186 146828.241725, 372348.599505 146832.319522, 372346.864422 146833.812792, 372342.823131 146828.917172, 372340.843335 146830.576386, 372340.019528 146829.659179, 372337.63938 146831.771845, 372336.670817 146830.622544, 372329.241075 146836.960679, 372332.38058 146840.740132, 372333.014529 146840.142852, 372334.138918 146841.402634, 372336.741499 146839.068758, 372338.378074 146841.091117, 372331.415492 146847.075265, 372323.20409 146847.410737, 372320.300054 146847.522639, 372320.143057 146844.891551, 372323.725811 146844.746168, 372323.277952 146838.74335, 372316.335094 146839.277228, 372316.491479 146840.592736, 372310.14943 146841.048949, 372310.115449 146839.755495))",resident,current
residential,,,,,,140.0,levels_x3.5,891.2,"POLYGON ((372275.248894 146802.084177, 372266.51642 146806.488241, 372268.821706 146810.887179, 372269.489138 146810.510989, 372270.268664 146811.91465, 372273.427939 146810.34333, 372274.56385 146812.454365, 372271.526929 146813.937185, 372272.740882 146816.379842, 372277.924809 146813.901048, 372277.52388 146813.116308, 372282.21828 146810.748294, 372283.409851 146812.914579, 372280.194968 146814.541201, 372280.963388 146815.989088, 372280.251454 146816.376354, 372281.521021 146818.774764, 372282.53444 146820.675805, 372291.222427 146816.315982, 372290.587611 146815.044918, 372296.027345 146812.333844, 372296.673273 146813.571737, 372305.36126 146809.211916, 372303.267399 146804.846046, 372302.477603 146805.288624, 372301.731334 146803.619621, 372298.394093 146805.323686, 372297.425032 146803.102021, 372306.991824 146798.288525, 372311.814121 146807.771731, 372317.409614 146805.027419, 372315.950647 146802.098443, 372321.968784 146798.978056, 372324.82993 146802.348593, 372326.765249 146800.755732, 372329.047495 146803.46322, 372330.282058 146802.368172, 372330.849842 146803.053337, 372332.785151 146801.438366, 372334.642598 146799.878707, 372328.48607 146792.507682, 372327.262515 146793.348452, 372323.454983 146788.662774, 372324.455941 146787.689443, 372318.321676 146780.340518, 372314.59568 146783.515118, 372314.996465 146783.99031, 372313.739719 146785.240142, 372315.888377 146787.803973, 372313.997637 146789.551588, 372317.114842 146793.231554, 372313.054648 146795.555052, 372310.715823 146790.813415, 372308.980416 146791.610202, 372307.811145 146789.543404, 372305.575198 146790.694193, 372304.584063 146788.859474, 372301.769651 146790.286914, 372301.056958 146789.037996, 372292.368985 146793.430983, 372294.685361 146797.752529, 372295.319418 146797.38741, 372296.098985 146798.879513, 372299.269402 146797.341355, 372300.505567 146799.695559, 372288.013142 146806.036046, 372286.665565 146803.372345, 372289.835956 146801.77891, 372287.040508 146796.119895, 372280.866596 146799.240356, 372281.5793 146800.511384, 372275.917101 146803.377336, 372275.248894 146802.084177))",resident,current
bridge,,,,,,7.0,levels_x3.5,310.3,"POLYGON ((371793.224869 147229.883839, 371794.512924 147224.21186, 371852.890655 147238.479095, 371852.814886 147243.011809, 371793.224869 147229.883839))",unknown,current
roof,,,,,,3.5,levels_x3.5,249.6,"POLYGON ((373103.910803 147275.617888, 373107.182051 147275.594263, 373109.652133 147275.482567, 373113.459653 147280.190349, 373129.347414 147277.585008, 373130.836855 147274.256682, 373134.419625 147274.177638, 373134.419026 147272.884171, 373134.418279 147271.270102, 373131.770129 147271.293438, 373128.863357 147265.468657, 373120.195771 147265.760105, 373119.774148 147268.336178, 373113.38843 147270.550187, 373108.71605 147272.376469, 373108.415956 147273.084146, 373103.8985 147273.075181, 373103.899001 147274.158598, 373103.910803 147275.617888))",unknown,current
roof,,,,,,3.5,levels_x3.5,160.9,"POLYGON ((373051.814125 147224.677205, 373045.6141 147219.417766, 373045.609229 147208.893149, 373051.348222 147203.70557, 373066.191331 147203.809253, 373066.192569 147206.484628, 373063.811444 147206.474675, 373053.574827 147206.424137, 373053.746932 147217.667268, 373051.800977 147220.310379, 373051.814125 147224.677205))",unknown,current
shed,,,,,,3.5,levels_x3.5,25.8,"POLYGON ((371531.256403 146778.916026, 371531.270122 146784.465793, 371535.909998 146784.463626, 371535.89628 146778.913859, 371531.256403 146778.916026))",informal,current
guardhouse,,,,,,12.0,default,35.6,"POLYGON ((371616.678678 146782.800783, 371622.865265 146782.985836, 371623.051743 146777.248037, 371616.854029 146777.062989, 371616.678678 146782.800783))",unknown,current
school,,,,,Solomon Block,10.5,levels_x3.5,451.1,"POLYGON ((371019.394454 147381.207422, 371031.770828 147388.376513, 371047.747235 147361.183905, 371035.370861 147354.014813, 371019.394454 147381.207422))",state,current
school,,,,,Wisdom Block,10.5,levels_x3.5,387.9,"POLYGON ((371038.774511 147351.569981, 371033.541569 147320.816481, 371045.802332 147318.754418, 371051.035272 147349.507917, 371038.774511 147351.569981))",state,current
house,shelter,,,,,12.0,default,220.4,"POLYGON ((371820.401043 148212.401211, 371840.23825 148208.655181, 371838.185886 148197.932491, 371818.348679 148201.678521, 371820.401043 148212.401211))",resident,current
