building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt,stakeholder,scenario
residential,,,,,,3.0,measured,1674.8,"POLYGON ((372817.607779 147847.850254, 372826.420135 147847.84615, 372826.422045 147851.947658, 372831.217658 147851.945425, 372834.655812 147851.943824, 372834.657429 147855.415181, 372831.208148 147855.416787, 372831.209914 147859.208747, 372834.659195 147859.207141, 372834.660672 147862.380006, 372831.211392 147862.381612, 372831.212463 147864.68111, 372834.650617 147864.679509, 372834.651971 147867.587047, 372831.213817 147867.588648, 372831.215568 147871.347442, 372834.653721 147871.345841, 372834.65504 147874.175992, 372831.216886 147874.177593, 372831.218055 147876.687141, 372834.656208 147876.68554, 372834.657841 147880.190063, 372831.219682 147880.180609, 372831.221335 147883.729353, 372834.659489 147883.727751, 372834.66091 147886.779008, 372831.211629 147886.780615, 372831.212659 147888.99167, 372834.66194 147888.990064, 372834.663361 147892.04132, 372831.214081 147892.042927, 372831.215832 147895.801721, 372834.653985 147895.80012, 372834.655376 147898.785044, 372831.217222 147898.786646, 372831.218412 147901.340415, 372825.566038 147901.331993, 372825.561607 147915.703859, 372818.907835 147915.70696, 372815.569822 147915.708515, 372815.568261 147912.358766, 372812.775457 147912.360067, 372812.777017 147915.709816, 372809.472385 147915.711356, 372809.470824 147912.361607, 372807.178721 147912.362675, 372807.180282 147915.712424, 372804.253957 147915.713788, 372804.252396 147912.364039, 372800.691844 147912.354642, 372800.69341 147915.715447, 372797.310885 147915.705968, 372797.320451 147912.356214, 372794.872574 147912.357354, 372794.874135 147915.707104, 372791.647389 147915.708608, 372791.645828 147912.358858, 372788.08528 147912.360517, 372788.075715 147915.710272, 372784.848969 147915.711776, 372784.858534 147912.362021, 372782.855726 147912.362955, 372782.857287 147915.712704, 372779.563781 147915.714239, 372779.56222 147912.36449, 372775.990545 147912.366154, 372775.992107 147915.715904, 372772.320292 147915.717616, 372772.31873 147912.367866, 372769.759582 147912.358003, 372769.768446 147907.50473, 372766.842121 147907.506094, 372766.837988 147898.63976, 372817.609183 147898.638212, 372817.607779 147847.850254))",resident,current
yes,,,,,,12.0,default,1821.9,"POLYGON ((372899.309497 147915.813227, 372900.398857 147865.743368, 372907.464389 147865.894853, 372907.780344 147851.456514, 372964.215585 147852.668445, 372964.030443 147861.291646, 372967.246092 147861.356481, 372967.060857 147869.780687, 372916.778751 147868.698558, 372915.634898 147921.222712, 372908.992187 147921.082086, 372909.101097 147916.018718, 372899.309497 147915.813227))",unknown,current
residential,,,,,,38.5,levels_x3.5,1246.5,"POLYGON ((372676.318549 147986.317211, 372748.609078 147986.90258, 372748.556667 147993.812156, 372752.818212 147993.843334, 372752.776366 147999.547879, 372748.436934 147999.516738, 372748.405153 148002.94389, 372676.303783 148002.358437, 372676.324782 147999.671993, 372670.405346 147999.61948, 372670.489293 147988.76315, 372676.297462 147988.815716, 372676.318549 147986.317211))",resident,current
residential,,,,,,38.5,levels_x3.5,1223.5,"POLYGON ((372673.623519 148028.92554, 372637.072165 148028.710444, 372637.030751 148035.332581, 372641.915387 148035.35241, 372641.864194 148044.859981, 372645.636164 148044.891385, 372645.656894 148041.630066, 372648.839144 148041.65069, 372648.818408 148044.900954, 372652.879673 148044.932224, 372652.889282 148041.681965, 372654.580547 148041.69223, 372654.570938 148044.942489, 372658.176003 148044.962916, 372658.185612 148041.712658, 372661.078562 148041.722362, 372661.057826 148044.972626, 372664.440356 148044.993157, 372664.461092 148041.742893, 372666.374891 148041.753055, 372666.354155 148045.003319, 372670.337533 148045.034625, 372670.347142 148041.784366, 372673.240092 148041.794071, 372673.219356 148045.044335, 372676.601886 148045.064866, 372676.622622 148041.814602, 372681.740924 148041.845379, 372681.720188 148045.095642, 372685.258492 148045.116101, 372685.279228 148041.865837, 372688.761898 148041.886322, 372688.741162 148045.136586, 372692.123692 148045.157117, 372692.144428 148041.906854, 372694.280762 148041.916912, 372694.260025 148045.167175, 372697.787202 148045.187639, 372697.807939 148041.937376, 372700.990188 148041.958001, 372700.969451 148045.208264, 372704.507755 148045.228723, 372704.517365 148041.978465, 372706.286517 148041.988695, 372706.26578 148045.238958, 372709.870844 148045.259386, 372709.891581 148042.009123, 372713.151716 148042.029712, 372713.13098 148045.279975, 372716.213089 148045.300647, 372716.233825 148042.050384, 372718.492552 148042.060385, 372718.513552 148039.373941, 372722.352276 148039.39426, 372722.38384 148035.502785, 372720.670322 148035.49253, 372720.700767 148029.202059, 372678.152101 148028.945536, 372678.20391 148020.753545, 372676.034196 148020.743503, 372673.675329 148020.733549, 372673.623519 148028.92554))",resident,current
garage,parking,,,,,7.0,levels_x3.5,2268.5,"POLYGON ((372769.489444 148048.879809, 372773.463576 148052.946298, 372774.912607 148058.429042, 372773.457566 148063.913141, 372769.464972 148067.972292, 372654.214294 148067.506495, 372654.294386 148048.402923, 372736.198265 148048.740568, 372769.489444 148048.879809))",informal,current
residential,,,,,,38.5,levels_x3.5,1624.6,"POLYGON ((372606.798935 148058.01004, 372611.750337 148058.040893, 372611.855427 148044.81872, 372560.650094 148044.411487, 372560.670988 148041.503936, 372555.797467 148041.461992, 372555.776577 148044.380598, 372504.382075 148043.962409, 372504.27699 148057.184587, 372506.869525 148057.205485, 372506.837783 148060.710027, 372510.520741 148060.741471, 372510.552483 148057.236929, 372513.211778 148057.257797, 372513.180036 148060.762339, 372516.718342 148060.782795, 372516.738962 148057.289313, 372519.25361 148057.310248, 372519.221863 148060.803735, 372522.081444 148060.835564, 372522.113186 148057.331022, 372525.440089 148057.362633, 372525.408342 148060.85612, 372528.724118 148060.887735, 372528.75586 148057.383193, 372530.970087 148057.404269, 372530.93834 148060.897756, 372534.242989 148060.929377, 372534.274731 148057.424835, 372537.456987 148057.456513, 372537.42524 148060.95, 372540.741016 148060.981616, 372540.761631 148057.477079, 372543.276279 148057.498014, 372543.244537 148061.002556, 372546.560308 148061.023117, 372546.580928 148057.529636, 372549.696418 148057.55029, 372549.664676 148061.054832, 372553.202981 148061.075289, 372553.223602 148057.581807, 372560.355851 148057.633751, 372560.335236 148061.138287, 372563.717767 148061.158817, 372563.749514 148057.665331, 372566.853877 148057.68599, 372566.822135 148061.190532, 372570.137906 148061.211093, 372570.158527 148057.717612, 372572.673174 148057.738547, 372572.641426 148061.232034, 372576.257624 148061.26351, 372576.278239 148057.758973, 372579.23796 148057.790756, 372579.206213 148061.284242, 372582.666636 148061.315791, 372582.698378 148057.81125, 372584.834717 148057.832362, 372584.80297 148061.325848, 372588.34128 148061.357361, 372588.373027 148057.863875, 372591.47739 148057.884535, 372591.445643 148061.378021, 372594.761418 148061.409638, 372594.782034 148057.905102, 372597.218794 148057.926074, 372597.187052 148061.430615, 372600.424935 148061.451213, 372600.456683 148057.957727, 372603.483159 148057.978423, 372603.462543 148061.482959, 372606.767186 148061.503526, 372606.798935 148058.01004))",resident,current
garage,parking,,,,,7.0,levels_x3.5,1848.3,"POLYGON ((372507.847964 148079.48144, 372618.113946 148079.993721, 372618.073308 148088.274151, 372618.032763 148096.753575, 372528.929848 148096.341956, 372507.766793 148096.252355, 372507.80733 148087.761872, 372507.847964 148079.48144))",informal,current
residential,,,,,,38.5,levels_x3.5,1816.7,"POLYGON ((372463.314435 147998.677021, 372463.301659 147995.150389, 372463.301468 147994.741343, 372518.222918 147994.649341, 372518.195013 147982.554866, 372514.022499 147982.567871, 372514.020505 147978.300529, 372510.304181 147978.302266, 372510.30618 147982.580663, 372507.613515 147982.581921, 372507.600394 147978.314585, 372504.484918 147978.327096, 372504.486912 147982.594437, 372501.415943 147982.606928, 372501.402822 147978.339591, 372498.209454 147978.341084, 372498.22258 147982.619475, 372494.929071 147982.621015, 372494.91595 147978.353678, 372491.722587 147978.366226, 372491.724582 147982.633567, 372489.254455 147982.645777, 372489.241334 147978.378441, 372486.125853 147978.379897, 372486.138979 147982.658289, 372482.990118 147982.65976, 372482.976996 147978.392424, 372479.86152 147978.404935, 372479.863515 147982.672277, 372477.237614 147982.68456, 372477.23562 147978.417218, 372473.964364 147978.418747, 372473.977491 147982.697139, 372470.828629 147982.698611, 372470.815508 147978.431274, 372467.254963 147978.443993, 372467.256963 147982.722391, 372459.935586 147982.736868, 372459.922465 147978.469531, 372456.88487 147978.470951, 372456.88687 147982.749349, 372454.116317 147982.750644, 372454.103195 147978.483307, 372450.831945 147978.495892, 372450.845066 147982.763229, 372447.996631 147982.775616, 372447.983509 147978.508279, 372444.790141 147978.509771, 372444.803268 147982.788164, 372441.498632 147982.789709, 372441.496637 147978.522366, 372438.670455 147978.534743, 372438.683577 147982.80208, 372436.947808 147982.802892, 372436.975696 147994.853149, 372457.827153 147994.810234, 372457.827355 147995.24139, 372457.914038 148037.848449, 372466.414839 148037.822363, 372466.414307 148036.683668, 372471.755126 148036.670116, 372471.743084 148034.713335, 372474.101948 148034.712232, 372474.090165 148033.308215, 372476.393396 148033.307138, 372476.392077 148030.488039, 372474.144481 148030.48909, 372474.131658 148026.86296, 372476.357002 148026.86192, 372476.355958 148024.628751, 372474.108361 148024.629802, 372474.095611 148021.158446, 372476.365456 148021.146329, 372476.353254 148018.846834, 372474.105663 148018.85894, 372474.103823 148014.923257, 372476.362546 148014.922201, 372476.361234 148012.114158, 372474.113637 148012.115208, 372474.112282 148009.218722, 372476.371006 148009.217666, 372476.369931 148006.918166, 372474.122339 148006.930272, 372474.109306 148002.850875, 372476.368024 148002.838764, 372476.36696 148000.561374, 372474.119368 148000.57348, 372474.119269 148000.36343, 372471.393223 148000.364704, 372471.392427 147998.662189, 372463.314435 147998.677021))",resident,current
residential,,,,,,38.5,levels_x3.5,1816.6,"POLYGON ((372431.311515 148088.549414, 372431.310754 148086.924286, 372431.298552 148084.624791, 372486.219984 148084.521712, 372486.203206 148072.438285, 372482.019561 148072.440242, 372482.017571 148068.183955, 372478.301248 148068.185693, 372478.303249 148072.464091, 372475.610583 148072.46535, 372475.597461 148068.198013, 372472.481986 148068.210526, 372472.483982 148072.477868, 372469.413013 148072.490359, 372469.411017 148068.223017, 372466.206523 148068.224516, 372466.219651 148072.502908, 372462.926143 148072.504449, 372462.91302 148068.237112, 372459.719658 148068.249661, 372459.732781 148072.516998, 372457.251528 148072.529213, 372457.249532 148068.261871, 372454.122925 148068.263334, 372454.136053 148072.541726, 372450.987192 148072.543199, 372450.974069 148068.275862, 372447.858588 148068.277319, 372447.86059 148072.555717, 372445.234685 148072.556945, 372445.232689 148068.289603, 372441.961439 148068.302189, 372441.974567 148072.580581, 372438.825706 148072.582054, 372438.812583 148068.314717, 372435.252034 148068.316383, 372435.254035 148072.59478, 372427.932661 148072.609261, 372427.919543 148068.352979, 372424.881949 148068.3544, 372424.883951 148072.632798, 372422.113398 148072.634094, 372422.100275 148068.366757, 372418.82902 148068.368288, 372418.842148 148072.64668, 372415.993708 148072.648013, 372415.98059 148068.391731, 372412.787222 148068.393225, 372412.800351 148072.671618, 372409.495716 148072.673164, 372409.493719 148068.405822, 372406.667532 148068.407144, 372406.680661 148072.685537, 372404.944893 148072.686349, 372404.972781 148084.725552, 372425.835365 148084.693679, 372425.836529 148087.18112, 372425.911135 148127.720849, 372434.41194 148127.705815, 372434.411407 148126.56712, 372439.752225 148126.553565, 372439.740182 148124.596784, 372442.099046 148124.59568, 372442.098389 148123.191658, 372444.390487 148123.17953, 372444.389167 148120.36043, 372442.141576 148120.372537, 372442.128753 148116.746407, 372444.35409 148116.734311, 372444.35305 148114.512197, 372442.105454 148114.513249, 372442.103824 148111.030832, 372444.362548 148111.029775, 372444.361472 148108.730274, 372442.113875 148108.731326, 372442.100912 148104.806703, 372444.370762 148104.805641, 372444.358316 148101.986547, 372442.110725 148101.998654, 372442.10937 148099.102168, 372444.368088 148099.090055, 372444.367017 148096.80161, 372442.11942 148096.802662, 372442.106385 148092.723264, 372444.376235 148092.722202, 372444.364043 148090.444818, 372442.116446 148090.445869, 372442.116353 148090.246874, 372439.401434 148090.248144, 372439.389506 148088.534579, 372431.311515 148088.549414))",resident,current
industrial,,,,,,12.0,default,2644.3,"POLYGON ((373288.112156 147656.861895, 373288.206846 147621.087018, 373362.099391 147621.273898, 373362.004701 147657.070878, 373288.112156 147656.861895))",developer,current
industrial,,,,,,12.0,default,1943.0,"POLYGON ((373288.544838 147750.157066, 373288.545057 147726.631465, 373371.116316 147726.637416, 373371.116095 147750.174067, 373288.544838 147750.157066))",developer,current
industrial,,,,,,12.0,default,1671.5,"POLYGON ((373288.576079 147721.546029, 373288.611581 147702.121914, 373374.68784 147702.303132, 373374.652327 147721.716186, 373288.576079 147721.546029))",developer,current
industrial,,,,,,12.0,default,2569.4,"POLYGON ((373168.966117 147750.101989, 373168.977586 147726.86381, 373279.599332 147726.94516, 373279.587844 147750.16122, 373168.966117 147750.101989))",developer,current
industrial,,,,,,12.0,default,3098.4,"POLYGON ((373270.449961 147839.934206, 373270.444237 147803.617664, 373355.78602 147803.61125, 373355.791722 147839.905671, 373270.449961 147839.934206))",developer,current
industrial,,,,,,12.0,default,2074.7,"POLYGON ((373169.212299 147681.172279, 373169.225839 147662.389372, 373279.780842 147662.448664, 373279.767278 147681.198399, 373169.212299 147681.172279))",developer,current
industrial,,,,,,12.0,default,2108.3,"POLYGON ((373168.874978 147721.546274, 373168.888402 147702.520151, 373279.632548 147702.590397, 373279.619125 147721.638624, 373168.874978 147721.546274))",developer,current
industrial,,,,,,12.0,default,861.9,"POLYGON ((373169.286342 147792.76412, 373169.107992 147768.0999, 373204.045731 147767.851523, 373204.235206 147792.515736, 373169.286342 147792.76412))",developer,current
industrial,,,,,,12.0,default,1394.1,"POLYGON ((373288.590652 147680.973204, 373288.604123 147662.024475, 373362.140541 147662.078849, 373362.115948 147681.049688, 373288.590652 147680.973204))",developer,current
industrial,,,,,,12.0,default,2340.6,"POLYGON ((373269.974561 147798.543516, 373269.895252 147771.49132, 373356.449753 147771.263247, 373356.529043 147798.293325, 373269.974561 147798.543516))",developer,current
industrial,,,,,,12.0,default,3962.3,"POLYGON ((373169.067506 147656.872867, 373169.061949 147620.899027, 373279.227508 147620.903238, 373279.221919 147656.866015, 373169.067506 147656.872867))",developer,current
industrial,,,,,,12.0,default,3887.2,"POLYGON ((373169.241466 147839.892749, 373169.232998 147797.694794, 373261.35097 147797.685206, 373261.359424 147839.883148, 373169.241466 147839.892749))",developer,current
industrial,,,,,,12.0,default,2351.3,"POLYGON ((373148.296523 147542.482582, 373148.320561 147522.328816, 373264.917457 147522.440627, 373264.904547 147542.616491, 373148.296523 147542.482582))",developer,current
industrial,,,,,,12.0,default,1710.3,"POLYGON ((373275.285725 147542.523241, 373275.287755 147522.878036, 373362.421044 147522.915091, 373362.42175 147524.440716, 373362.418993 147542.527125, 373275.285725 147542.523241))",developer,current
yes,place_of_worship,,,,Sri vairavimada kaliamman temple,12.0,default,1017.2,"POLYGON ((373057.319548 147603.793087, 373056.756056 147564.39236, 373082.569871 147564.026616, 373083.122238 147603.4384, 373057.319548 147603.793087))",state,current
yes,community_centre,,,,Toa Payoh South Community Club,12.0,default,1549.9,"POLYGON ((373088.002146 147593.265287, 373086.851072 147558.452774, 373105.588178 147557.836043, 373104.459496 147523.310958, 373117.444183 147522.895893, 373119.633612 147589.414435, 373117.942378 147589.470496, 373118.032699 147592.289548, 373088.002146 147593.265287))",state,current
industrial,,,,,,12.0,default,3383.9,"POLYGON ((373243.078128 147599.69388, 373243.016257 147562.21656, 373333.320577 147562.086296, 373333.382431 147599.552551, 373243.078128 147599.69388))",developer,current
yes,,,,,,10.5,levels_x3.5,1366.0,"POLYGON ((372870.904877 147704.670637, 372868.411603 147702.759233, 372865.440296 147701.743529, 372862.29143 147701.733939, 372859.309938 147702.741356, 372856.829569 147704.655073, 372855.095015 147707.264925, 372858.735627 147711.939615, 372860.362776 147717.632327, 372859.709035 147723.514039, 372856.896399 147728.722384, 372852.313945 147732.494366, 372846.640158 147734.299016, 372834.419068 147749.715762, 372834.565907 147730.512673, 372831.627028 147727.451728, 372829.755976 147723.660638, 372829.119808 147719.482038, 372829.785467 147715.302833, 372831.67525 147711.521048, 372834.633542 147708.479469, 372834.046884 147691.134009, 372839.599034 147690.954541, 372839.768429 147696.316273, 372840.658556 147696.293749, 372841.035939 147694.303623, 372842.236879 147692.700049, 372844.016727 147691.781632, 372846.019505 147691.714369, 372847.866916 147692.520545, 372849.169446 147694.034513, 372849.682175 147695.968948, 372850.794883 147696.045817, 372850.725639 147690.70615, 372881.235581 147691.731157, 372870.904877 147704.670637))",unknown,current
residential,,,,,,38.5,levels_x3.5,1445.0,"POLYGON ((372767.869578 147676.759769, 372765.087902 147676.772118, 372765.074754 147672.427399, 372762.003784 147672.439883, 372761.978484 147665.895168, 372790.195804 147665.78254, 372790.159343 147659.160444, 372793.096792 147659.148022, 372793.133258 147665.781174, 372875.359582 147665.455493, 372875.396468 147672.995176, 372872.492395 147672.996526, 372872.505115 147676.423656, 372869.868088 147676.435938, 372869.881415 147681.167591, 372866.93284 147681.180017, 372866.919513 147676.448364, 372863.82629 147676.460858, 372863.839623 147681.203566, 372860.891047 147681.215993, 372860.866588 147676.47329, 372858.007027 147676.485675, 372858.020359 147681.228383, 372855.138545 147681.240779, 372855.125212 147676.49807, 372851.586926 147676.521826, 372851.61138 147681.253474, 372848.796325 147681.265839, 372848.782998 147676.534186, 372842.407398 147676.559261, 372842.431858 147681.301965, 372839.027087 147681.314604, 372839.013754 147676.571895, 372835.319694 147676.595724, 372835.344148 147681.327372, 372832.907402 147681.339561, 372832.894074 147676.607907, 372829.800852 147676.620401, 372829.814179 147681.352055, 372827.010251 147681.364415, 372826.996923 147676.632761, 372823.15821 147676.645602, 372823.171543 147681.388311, 372820.523389 147681.400598, 372820.510056 147676.657889, 372817.03853 147676.681615, 372817.062985 147681.413263, 372814.403704 147681.425555, 372814.390376 147676.693902, 372810.774197 147676.706639, 372810.798657 147681.449343, 372808.36191 147681.461532, 372808.337415 147676.641441, 372804.064764 147676.66554, 372804.078062 147681.330862, 372801.652437 147681.33199, 372801.627982 147676.600342, 372797.789268 147676.613183, 372797.802602 147681.355892, 372795.087687 147681.368211, 372795.063232 147676.636562, 372788.988053 147676.661499, 372789.001381 147681.393153, 372786.27534 147681.405477, 372786.262012 147676.673823, 372782.267524 147676.686737, 372782.291984 147681.429441, 372779.632703 147681.441734, 372779.61937 147676.699024, 372776.893328 147676.711348, 372776.917788 147681.454053, 372774.0471 147681.466444, 372774.022644 147676.734795, 372770.584492 147676.74745, 372770.608948 147681.479099, 372767.894033 147681.491418, 372767.869578 147676.759769))",resident,current
garage,parking,,,,,12.0,default,1670.6,"POLYGON ((372782.011501 147724.268787, 372782.048356 147707.829567, 372766.849236 147707.79242, 372766.878762 147699.512, 372766.896153 147689.06475, 372821.506166 147689.194113, 372821.422388 147724.360998, 372782.011501 147724.268787))",informal,current
roof,,,,,,3.5,levels_x3.5,310.1,"POLYGON ((372781.895307 147570.180329, 372781.45075 147547.35138, 372795.025237 147547.090797, 372795.48092 147569.919741, 372781.895307 147570.180329))",unknown,current
yes,,,,,,12.0,default,1180.4,"POLYGON ((372884.975832 147671.398762, 372885.289943 147605.100115, 372921.540882 147605.27121, 372921.469169 147618.559686, 372898.403425 147618.448796, 372898.161023 147671.458963, 372884.975832 147671.398762))",unknown,current
retail,,,,,,7.0,levels_x3.5,1113.2,"POLYGON ((372792.591507 147649.298002, 372762.02636 147649.22378, 372762.053475 147635.758434, 372778.331891 147635.795082, 372778.442586 147586.720635, 372792.740448 147586.758208, 372792.591507 147649.298002))",developer,current
residential,,,,,,38.5,levels_x3.5,1419.6,"POLYGON ((372912.733373 147543.863239, 372915.515049 147543.850892, 372915.490778 147539.50618, 372918.550621 147539.493703, 372918.525333 147532.960047, 372890.319138 147533.072644, 372890.282687 147526.461605, 372887.345237 147526.474024, 372887.370551 147533.062958, 372807.091363 147533.376641, 372807.1171 147540.872109, 372810.02117 147540.859704, 372810.033885 147544.275779, 372812.68204 147544.263493, 372812.695366 147548.995147, 372815.643943 147548.982721, 372815.630617 147544.251068, 372818.723842 147544.238575, 372818.737168 147548.970228, 372821.696876 147548.968853, 372821.672419 147544.226149, 372824.543109 147544.213759, 372824.556439 147548.956468, 372827.438256 147548.944074, 372827.424925 147544.201365, 372830.952092 147544.18867, 372830.976549 147548.931374, 372833.780479 147548.919016, 372833.767148 147544.176307, 372839.241486 147544.151652, 372839.254817 147548.894361, 372842.659589 147548.881724, 372842.635132 147544.13902, 372846.329199 147544.126248, 372846.34253 147548.868957, 372848.779277 147548.856769, 372848.75482 147544.114066, 372851.848044 147544.101573, 372851.872501 147548.844277, 372854.67643 147548.831918, 372854.651978 147544.10027, 372858.490688 147544.076376, 372858.515145 147548.819079, 372861.1633 147548.806794, 372861.138848 147544.075146, 372864.610375 147544.051422, 372864.623706 147548.794131, 372867.282987 147548.78184, 372867.258535 147544.050192, 372870.874715 147544.037457, 372870.88804 147548.76911, 372873.324788 147548.756922, 372873.311463 147544.025269, 372876.549334 147544.01271, 372876.562659 147548.744363, 372878.988284 147548.743236, 372878.974954 147544.000528, 372882.813669 147543.987689, 372882.83812 147548.719337, 372885.564162 147548.707015, 372885.539711 147543.975368, 372891.626018 147543.95043, 372891.639347 147548.693138, 372894.365389 147548.680816, 372894.340933 147543.938114, 372898.335421 147543.925203, 372898.359872 147548.65685, 372901.008032 147548.65562, 372900.983576 147543.912918, 372903.709617 147543.900596, 372903.722947 147548.643304, 372906.604763 147548.63091, 372906.580307 147543.888208, 372910.018458 147543.875555, 372910.031788 147548.618263, 372912.746703 147548.605947, 372912.733373 147543.863239))",resident,current
residential,,,,,,38.5,levels_x3.5,1419.7,"POLYGON ((372912.004459 147579.550011, 372914.786139 147579.548719, 372914.799284 147583.893437, 372917.859127 147583.88096, 372917.873289 147590.414622, 372889.655957 147590.494064, 372889.681283 147597.105108, 372886.743829 147597.106473, 372886.718513 147590.517539, 372806.43929 147590.720684, 372806.413557 147583.236271, 372809.317626 147583.223865, 372809.304912 147579.80779, 372811.953072 147579.806558, 372811.93974 147575.063849, 372814.888317 147575.051423, 372814.901648 147579.794132, 372817.994872 147579.781639, 372817.981546 147575.049985, 372820.941249 147575.037554, 372820.954581 147579.780263, 372823.814144 147579.767878, 372823.800817 147575.036225, 372826.682634 147575.02383, 372826.695965 147579.766539, 372830.234258 147579.753839, 372830.220932 147575.022185, 372833.024861 147575.009827, 372833.038192 147579.752535, 372838.512535 147579.738935, 372838.499204 147574.996227, 372841.903976 147574.983589, 372841.917307 147579.726298, 372845.600247 147579.713531, 372845.586921 147574.981877, 372848.023668 147574.969689, 372848.036999 147579.712398, 372851.130223 147579.699905, 372851.116897 147574.968252, 372853.920826 147574.955893, 372853.92303 147579.698607, 372857.772871 147579.685763, 372857.759545 147574.954109, 372860.4077 147574.941824, 372860.421031 147579.684532, 372863.881436 147579.671868, 372863.868105 147574.92916, 372866.527392 147574.927924, 372866.540718 147579.659577, 372870.145776 147579.657902, 372870.132445 147574.915194, 372872.569197 147574.914062, 372872.582522 147579.645714, 372875.820398 147579.64421, 372875.807068 147574.901502, 372878.232693 147574.900375, 372878.246019 147579.632027, 372882.095864 147579.630239, 372882.082534 147574.887531, 372884.808581 147574.886264, 372884.821906 147579.617917, 372890.89709 147579.604039, 372890.88376 147574.861331, 372893.609807 147574.860064, 372893.623132 147579.591717, 372897.606498 147579.589866, 372897.604295 147574.847153, 372900.252454 147574.845923, 372900.265779 147579.577575, 372902.980699 147579.576314, 372902.967369 147574.833606, 372905.84919 147574.832268, 372905.862514 147579.56392, 372909.289544 147579.562328, 372909.276214 147574.81962, 372912.002256 147574.807299, 372912.004459 147579.550011))",resident,current
public,food_court,,,,Kim Keat Palm Market and Food Centre,3.5,levels_x3.5,4290.3,"POLYGON ((372801.129621 147657.718154, 372801.06887 147622.79455, 372803.75041 147622.793303, 372803.717715 147600.340043, 372874.572645 147600.229718, 372874.605771 147623.622671, 372878.47787 147623.620871, 372878.538169 147657.593712, 372801.129621 147657.718154))",state,current
residential,,,,,,31.5,levels_x3.5,1146.8,"POLYGON ((372742.926784 147085.10371, 372732.478821 147085.219106, 372732.381412 147091.111617, 372726.584331 147091.014808, 372726.469926 147084.249027, 372716.800855 147084.408285, 372716.835301 147086.707768, 372711.093941 147086.798872, 372711.048311 147084.377786, 372680.316454 147084.867416, 372680.4309 147091.72164, 372675.279252 147091.801416, 372675.187592 147086.096932, 372674.397598 147086.108354, 372674.329094 147082.349589, 372676.666008 147082.989711, 372682.342497 147062.977013, 372670.635674 147059.787465, 372660.39418 147097.236466, 372664.889346 147097.145939, 372743.143046 147095.572962, 372742.926784 147085.10371))",resident,current
residential,,,,,,3.0,measured,1293.4,"POLYGON ((372781.63608 147227.654671, 372781.896553 147261.4616, 372840.322853 147261.014394, 372840.317654 147249.804344, 372828.356484 147249.964665, 372828.480801 147254.110337, 372824.007868 147254.145578, 372823.96051 147247.998864, 372813.846337 147248.069887, 372813.847009 147249.518129, 372808.40605 147249.553819, 372808.394246 147248.094527, 372798.602753 147248.176456, 372798.661818 147255.572411, 372794.600569 147255.596406, 372794.269363 147213.221669, 372784.0773 147213.292728, 372784.125002 147220.180146, 372779.129117 147220.226685, 372779.081415 147213.339267, 372766.285782 147213.599474, 372766.358153 147225.693919, 372780.199766 147225.576944, 372776.229679 147230.233059, 372778.0997 147231.802042, 372781.63608 147227.654671))",resident,current
residential,,,,,,12.0,default,1728.6,"POLYGON ((372683.443323 147013.426718, 372715.732893 147012.847932, 372715.980713 147043.393564, 372716.071869 147048.01463, 372716.241569 147054.050736, 372716.322398 147060.396431, 372742.625886 147060.07469, 372742.926784 147085.10371, 372732.478821 147085.219106, 372732.270328 147067.50864, 372726.562338 147067.577618, 372726.608967 147072.154484, 372713.546232 147072.304259, 372713.45387 147065.085202, 372704.229847 147065.200031, 372704.091226 147054.200088, 372704.110399 147047.555854, 372704.030687 147043.62021, 372703.780292 147031.525846, 372711.123885 147031.389778, 372711.021213 147025.928516, 372707.238148 147025.996601, 372707.226555 147024.990575, 372695.699334 147025.194914, 372695.619341 147020.65123, 372690.489945 147020.730994, 372689.945646 147022.699087, 372693.228458 147023.604099, 372682.342497 147062.977013, 372670.635674 147059.787465, 372683.443323 147013.426718))",resident,current
yes,,,,,,3.5,levels_x3.5,181.8,"POLYGON ((373009.191237 147088.274869, 373008.860833 147071.570504, 373019.742685 147071.35542, 373020.073088 147088.059785, 373009.191237 147088.274869))",unknown,current
